geoName,Realtor,year
North Carolina,80,2009-10-31
North Dakota,47,2009-10-31
Ohio,47,2009-10-31
Oklahoma,42,2009-10-31
Oregon,24,2009-10-31
Pennsylvania,59,2009-10-31
Rhode Island,40,2009-10-31
South Carolina,49,2009-10-31
South Dakota,33,2009-10-31
Tennessee,62,2009-10-31
Texas,39,2009-10-31
Utah,45,2009-10-31
Vermont,49,2009-10-31
Virginia,15,2009-10-31
Washington,24,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,57,2009-10-31
Wyoming,64,2009-10-31
Alabama,52,2009-11-30
Alaska,33,2009-11-30
Arizona,85,2009-11-30
Arkansas,77,2009-11-30
California,40,2009-11-30
Colorado,73,2009-11-30
Connecticut,97,2009-11-30
Delaware,55,2009-11-30
District of Columbia,58,2009-11-30
Florida,97,2009-11-30
Georgia,44,2009-11-30
Hawaii,0,2009-11-30
Idaho,58,2009-11-30
Illinois,61,2009-11-30
Indiana,59,2009-11-30
Iowa,51,2009-11-30
Kansas,100,2009-11-30
Kentucky,28,2009-11-30
Louisiana,83,2009-11-30
Maine,40,2009-11-30
Maryland,69,2009-11-30
Massachusetts,48,2009-11-30
Michigan,40,2009-11-30
Minnesota,64,2009-11-30
Mississippi,60,2009-11-30
Missouri,77,2009-11-30
Montana,0,2009-11-30
Nebraska,91,2009-11-30
Nevada,84,2009-11-30
New Hampshire,61,2009-11-30
New Jersey,54,2009-11-30
New Mexico,51,2009-11-30
New York,48,2009-11-30
North Carolina,35,2009-11-30
North Dakota,51,2009-11-30
Ohio,74,2009-11-30
Oklahoma,69,2009-11-30
Oregon,69,2009-11-30
Pennsylvania,53,2009-11-30
Rhode Island,22,2009-11-30
South Carolina,98,2009-11-30
South Dakota,0,2009-11-30
Tennessee,67,2009-11-30
Texas,65,2009-11-30
Utah,39,2009-11-30
Vermont,0,2009-11-30
Virginia,32,2009-11-30
Washington,37,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,60,2009-11-30
Wyoming,0,2009-11-30
Alabama,56,2009-12-31
Alaska,26,2009-12-31
Arizona,89,2009-12-31
Arkansas,44,2009-12-31
California,39,2009-12-31
Colorado,78,2009-12-31
Connecticut,100,2009-12-31
Delaware,44,2009-12-31
District of Columbia,52,2009-12-31
Florida,66,2009-12-31
Georgia,46,2009-12-31
Hawaii,0,2009-12-31
Idaho,45,2009-12-31
Illinois,67,2009-12-31
Indiana,58,2009-12-31
Iowa,54,2009-12-31
Kansas,45,2009-12-31
Kentucky,36,2009-12-31
Louisiana,81,2009-12-31
Maine,79,2009-12-31
Maryland,76,2009-12-31
Massachusetts,34,2009-12-31
Michigan,81,2009-12-31
Minnesota,69,2009-12-31
Mississippi,77,2009-12-31
Missouri,72,2009-12-31
Montana,0,2009-12-31
Nebraska,43,2009-12-31
Nevada,84,2009-12-31
New Hampshire,33,2009-12-31
New Jersey,59,2009-12-31
New Mexico,82,2009-12-31
New York,50,2009-12-31
North Carolina,45,2009-12-31
North Dakota,0,2009-12-31
Ohio,56,2009-12-31
Oklahoma,54,2009-12-31
Oregon,27,2009-12-31
Pennsylvania,50,2009-12-31
Rhode Island,54,2009-12-31
South Carolina,50,2009-12-31
South Dakota,0,2009-12-31
Tennessee,67,2009-12-31
Texas,60,2009-12-31
Utah,91,2009-12-31
Vermont,15,2009-12-31
Virginia,25,2009-12-31
Washington,42,2009-12-31
West Virginia,70,2009-12-31
Wisconsin,49,2009-12-31
Wyoming,0,2009-12-31
Alabama,54,2010-01-31
Alaska,25,2010-01-31
Arizona,48,2010-01-31
Arkansas,100,2010-01-31
California,34,2010-01-31
Colorado,72,2010-01-31
Connecticut,61,2010-01-31
Delaware,0,2010-01-31
District of Columbia,25,2010-01-31
Florida,78,2010-01-31
Georgia,45,2010-01-31
Hawaii,31,2010-01-31
Idaho,0,2010-01-31
Illinois,49,2010-01-31
Indiana,40,2010-01-31
Iowa,61,2010-01-31
Kansas,77,2010-01-31
Kentucky,35,2010-01-31
Louisiana,44,2010-01-31
Maine,32,2010-01-31
Maryland,49,2010-01-31
Massachusetts,37,2010-01-31
Michigan,42,2010-01-31
Minnesota,50,2010-01-31
Mississippi,44,2010-01-31
Missouri,70,2010-01-31
Montana,69,2010-01-31
Nebraska,41,2010-01-31
Nevada,66,2010-01-31
New Hampshire,48,2010-01-31
New Jersey,83,2010-01-31
New Mexico,20,2010-01-31
New York,40,2010-01-31
North Carolina,57,2010-01-31
North Dakota,0,2010-01-31
Ohio,44,2010-01-31
Oklahoma,87,2010-01-31
Oregon,37,2010-01-31
Pennsylvania,42,2010-01-31
Rhode Island,33,2010-01-31
South Carolina,94,2010-01-31
South Dakota,26,2010-01-31
Tennessee,20,2010-01-31
Texas,53,2010-01-31
Utah,20,2010-01-31
Vermont,17,2010-01-31
Virginia,29,2010-01-31
Washington,26,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,21,2010-01-31
Wyoming,52,2010-01-31
Alabama,74,2010-02-28
Alaska,19,2010-02-28
Arizona,60,2010-02-28
Arkansas,100,2010-02-28
California,31,2010-02-28
Colorado,50,2010-02-28
Connecticut,59,2010-02-28
Delaware,87,2010-02-28
District of Columbia,62,2010-02-28
Florida,57,2010-02-28
Georgia,40,2010-02-28
Hawaii,24,2010-02-28
Idaho,50,2010-02-28
Illinois,55,2010-02-28
Indiana,31,2010-02-28
Iowa,45,2010-02-28
Kansas,53,2010-02-28
Kentucky,48,2010-02-28
Louisiana,44,2010-02-28
Maine,36,2010-02-28
Maryland,46,2010-02-28
Massachusetts,39,2010-02-28
Michigan,36,2010-02-28
Minnesota,32,2010-02-28
Mississippi,12,2010-02-28
Missouri,55,2010-02-28
Montana,27,2010-02-28
Nebraska,42,2010-02-28
Nevada,47,2010-02-28
New Hampshire,37,2010-02-28
New Jersey,61,2010-02-28
New Mexico,45,2010-02-28
New York,35,2010-02-28
North Carolina,57,2010-02-28
North Dakota,85,2010-02-28
Ohio,54,2010-02-28
Oklahoma,47,2010-02-28
Oregon,25,2010-02-28
Pennsylvania,42,2010-02-28
Rhode Island,74,2010-02-28
South Carolina,36,2010-02-28
South Dakota,20,2010-02-28
Tennessee,74,2010-02-28
Texas,50,2010-02-28
Utah,30,2010-02-28
Vermont,74,2010-02-28
Virginia,21,2010-02-28
Washington,31,2010-02-28
West Virginia,25,2010-02-28
Wisconsin,35,2010-02-28
Wyoming,0,2010-02-28
Alabama,54,2010-03-31
Alaska,63,2010-03-31
Arizona,68,2010-03-31
Arkansas,48,2010-03-31
California,28,2010-03-31
Colorado,83,2010-03-31
Connecticut,52,2010-03-31
Delaware,100,2010-03-31
District of Columbia,59,2010-03-31
Florida,79,2010-03-31
Georgia,46,2010-03-31
Hawaii,26,2010-03-31
Idaho,0,2010-03-31
Illinois,48,2010-03-31
Indiana,54,2010-03-31
Iowa,29,2010-03-31
Kansas,29,2010-03-31
Kentucky,49,2010-03-31
Louisiana,77,2010-03-31
Maine,95,2010-03-31
Maryland,68,2010-03-31
Massachusetts,33,2010-03-31
Michigan,63,2010-03-31
Minnesota,42,2010-03-31
Mississippi,38,2010-03-31
Missouri,54,2010-03-31
Montana,59,2010-03-31
Nebraska,0,2010-03-31
Nevada,60,2010-03-31
New Hampshire,66,2010-03-31
New Jersey,60,2010-03-31
New Mexico,49,2010-03-31
New York,32,2010-03-31
North Carolina,61,2010-03-31
North Dakota,65,2010-03-31
Ohio,55,2010-03-31
Oklahoma,89,2010-03-31
Oregon,30,2010-03-31
Pennsylvania,61,2010-03-31
Rhode Island,84,2010-03-31
South Carolina,34,2010-03-31
South Dakota,68,2010-03-31
Tennessee,43,2010-03-31
Texas,49,2010-03-31
Utah,26,2010-03-31
Vermont,32,2010-03-31
Virginia,22,2010-03-31
Washington,38,2010-03-31
West Virginia,57,2010-03-31
Wisconsin,36,2010-03-31
Wyoming,92,2010-03-31
Alabama,30,2010-04-30
Alaska,16,2010-04-30
Arizona,48,2010-04-30
Arkansas,55,2010-04-30
California,18,2010-04-30
Colorado,51,2010-04-30
Connecticut,45,2010-04-30
Delaware,100,2010-04-30
District of Columbia,43,2010-04-30
Florida,41,2010-04-30
Georgia,27,2010-04-30
Hawaii,28,2010-04-30
Idaho,59,2010-04-30
Illinois,39,2010-04-30
Indiana,30,2010-04-30
Iowa,8,2010-04-30
Kansas,27,2010-04-30
Kentucky,45,2010-04-30
Louisiana,43,2010-04-30
Maine,62,2010-04-30
Maryland,25,2010-04-30
Massachusetts,28,2010-04-30
Michigan,26,2010-04-30
Minnesota,35,2010-04-30
Mississippi,19,2010-04-30
Missouri,31,2010-04-30
Montana,0,2010-04-30
Nebraska,18,2010-04-30
Nevada,22,2010-04-30
New Hampshire,30,2010-04-30
New Jersey,47,2010-04-30
New Mexico,26,2010-04-30
New York,21,2010-04-30
North Carolina,27,2010-04-30
North Dakota,0,2010-04-30
Ohio,25,2010-04-30
Oklahoma,57,2010-04-30
Oregon,35,2010-04-30
Pennsylvania,38,2010-04-30
Rhode Island,0,2010-04-30
South Carolina,35,2010-04-30
South Dakota,36,2010-04-30
Tennessee,16,2010-04-30
Texas,29,2010-04-30
Utah,26,2010-04-30
Vermont,25,2010-04-30
Virginia,15,2010-04-30
Washington,15,2010-04-30
West Virginia,66,2010-04-30
Wisconsin,21,2010-04-30
Wyoming,0,2010-04-30
Alabama,29,2010-05-31
Alaska,11,2010-05-31
Arizona,21,2010-05-31
Arkansas,14,2010-05-31
California,15,2010-05-31
Colorado,26,2010-05-31
Connecticut,42,2010-05-31
Delaware,0,2010-05-31
District of Columbia,24,2010-05-31
Florida,31,2010-05-31
Georgia,25,2010-05-31
Hawaii,27,2010-05-31
Idaho,44,2010-05-31
Illinois,26,2010-05-31
Indiana,12,2010-05-31
Iowa,18,2010-05-31
Kansas,27,2010-05-31
Kentucky,27,2010-05-31
Louisiana,31,2010-05-31
Maine,23,2010-05-31
Maryland,30,2010-05-31
Massachusetts,18,2010-05-31
Michigan,23,2010-05-31
Minnesota,26,2010-05-31
Mississippi,36,2010-05-31
Missouri,40,2010-05-31
Montana,18,2010-05-31
Nebraska,14,2010-05-31
Nevada,41,2010-05-31
New Hampshire,15,2010-05-31
New Jersey,30,2010-05-31
New Mexico,0,2010-05-31
New York,17,2010-05-31
North Carolina,17,2010-05-31
North Dakota,20,2010-05-31
Ohio,24,2010-05-31
Oklahoma,53,2010-05-31
Oregon,7,2010-05-31
Pennsylvania,24,2010-05-31
Rhode Island,8,2010-05-31
South Carolina,30,2010-05-31
South Dakota,0,2010-05-31
Tennessee,16,2010-05-31
Texas,26,2010-05-31
Utah,14,2010-05-31
Vermont,26,2010-05-31
Virginia,8,2010-05-31
Washington,11,2010-05-31
West Virginia,100,2010-05-31
Wisconsin,14,2010-05-31
Wyoming,0,2010-05-31
Alabama,81,2010-06-30
Alaska,43,2010-06-30
Arizona,51,2010-06-30
Arkansas,14,2010-06-30
California,26,2010-06-30
Colorado,37,2010-06-30
Connecticut,93,2010-06-30
Delaware,0,2010-06-30
District of Columbia,52,2010-06-30
Florida,61,2010-06-30
Georgia,55,2010-06-30
Hawaii,52,2010-06-30
Idaho,90,2010-06-30
Illinois,60,2010-06-30
Indiana,6,2010-06-30
Iowa,38,2010-06-30
Kansas,31,2010-06-30
Kentucky,46,2010-06-30
Louisiana,69,2010-06-30
Maine,97,2010-06-30
Maryland,67,2010-06-30
Massachusetts,30,2010-06-30
Michigan,34,2010-06-30
Minnesota,64,2010-06-30
Mississippi,52,2010-06-30
Missouri,42,2010-06-30
Montana,72,2010-06-30
Nebraska,14,2010-06-30
Nevada,73,2010-06-30
New Hampshire,45,2010-06-30
New Jersey,53,2010-06-30
New Mexico,19,2010-06-30
New York,42,2010-06-30
North Carolina,44,2010-06-30
North Dakota,82,2010-06-30
Ohio,66,2010-06-30
Oklahoma,88,2010-06-30
Oregon,20,2010-06-30
Pennsylvania,71,2010-06-30
Rhode Island,98,2010-06-30
South Carolina,53,2010-06-30
South Dakota,27,2010-06-30
Tennessee,45,2010-06-30
Texas,51,2010-06-30
Utah,30,2010-06-30
Vermont,37,2010-06-30
Virginia,26,2010-06-30
Washington,26,2010-06-30
West Virginia,100,2010-06-30
Wisconsin,32,2010-06-30
Wyoming,55,2010-06-30
Alabama,38,2010-07-31
Alaska,29,2010-07-31
Arizona,52,2010-07-31
Arkansas,57,2010-07-31
California,26,2010-07-31
Colorado,50,2010-07-31
Connecticut,72,2010-07-31
Delaware,81,2010-07-31
District of Columbia,59,2010-07-31
Florida,58,2010-07-31
Georgia,33,2010-07-31
Hawaii,44,2010-07-31
Idaho,100,2010-07-31
Illinois,54,2010-07-31
Indiana,47,2010-07-31
Iowa,8,2010-07-31
Kansas,42,2010-07-31
Kentucky,52,2010-07-31
Louisiana,42,2010-07-31
Maine,33,2010-07-31
Maryland,46,2010-07-31
Massachusetts,39,2010-07-31
Michigan,61,2010-07-31
Minnesota,31,2010-07-31
Mississippi,26,2010-07-31
Missouri,54,2010-07-31
Montana,24,2010-07-31
Nebraska,27,2010-07-31
Nevada,60,2010-07-31
New Hampshire,40,2010-07-31
New Jersey,53,2010-07-31
New Mexico,66,2010-07-31
New York,40,2010-07-31
North Carolina,52,2010-07-31
North Dakota,53,2010-07-31
Ohio,51,2010-07-31
Oklahoma,58,2010-07-31
Oregon,33,2010-07-31
Pennsylvania,46,2010-07-31
Rhode Island,44,2010-07-31
South Carolina,60,2010-07-31
South Dakota,36,2010-07-31
Tennessee,39,2010-07-31
Texas,38,2010-07-31
Utah,20,2010-07-31
Vermont,24,2010-07-31
Virginia,22,2010-07-31
Washington,26,2010-07-31
West Virginia,46,2010-07-31
Wisconsin,14,2010-07-31
Wyoming,72,2010-07-31
Alabama,29,2010-08-31
Alaska,31,2010-08-31
Arizona,53,2010-08-31
Arkansas,57,2010-08-31
California,29,2010-08-31
Colorado,37,2010-08-31
Connecticut,100,2010-08-31
Delaware,76,2010-08-31
District of Columbia,55,2010-08-31
Florida,85,2010-08-31
Georgia,44,2010-08-31
Hawaii,54,2010-08-31
Idaho,14,2010-08-31
Illinois,57,2010-08-31
Indiana,44,2010-08-31
Iowa,16,2010-08-31
Kansas,43,2010-08-31
Kentucky,45,2010-08-31
Louisiana,95,2010-08-31
Maine,33,2010-08-31
Maryland,76,2010-08-31
Massachusetts,56,2010-08-31
Michigan,90,2010-08-31
Minnesota,36,2010-08-31
Mississippi,45,2010-08-31
Missouri,65,2010-08-31
Montana,0,2010-08-31
Nebraska,37,2010-08-31
Nevada,96,2010-08-31
New Hampshire,80,2010-08-31
New Jersey,85,2010-08-31
New Mexico,52,2010-08-31
New York,54,2010-08-31
North Carolina,54,2010-08-31
North Dakota,24,2010-08-31
Ohio,49,2010-08-31
Oklahoma,60,2010-08-31
Oregon,63,2010-08-31
Pennsylvania,64,2010-08-31
Rhode Island,21,2010-08-31
South Carolina,40,2010-08-31
South Dakota,17,2010-08-31
Tennessee,33,2010-08-31
Texas,41,2010-08-31
Utah,63,2010-08-31
Vermont,25,2010-08-31
Virginia,27,2010-08-31
Washington,31,2010-08-31
West Virginia,43,2010-08-31
Wisconsin,38,2010-08-31
Wyoming,30,2010-08-31
Alabama,29,2010-09-30
Alaska,75,2010-09-30
Arizona,45,2010-09-30
Arkansas,66,2010-09-30
California,26,2010-09-30
Colorado,53,2010-09-30
Connecticut,82,2010-09-30
Delaware,41,2010-09-30
District of Columbia,37,2010-09-30
Florida,64,2010-09-30
Georgia,42,2010-09-30
Hawaii,37,2010-09-30
Idaho,43,2010-09-30
Illinois,58,2010-09-30
Indiana,37,2010-09-30
Iowa,45,2010-09-30
Kansas,23,2010-09-30
Kentucky,33,2010-09-30
Louisiana,56,2010-09-30
Maine,100,2010-09-30
Maryland,48,2010-09-30
Massachusetts,32,2010-09-30
Michigan,52,2010-09-30
Minnesota,30,2010-09-30
Mississippi,30,2010-09-30
Missouri,57,2010-09-30
Montana,61,2010-09-30
Nebraska,61,2010-09-30
Nevada,65,2010-09-30
New Hampshire,24,2010-09-30
New Jersey,77,2010-09-30
New Mexico,44,2010-09-30
New York,40,2010-09-30
North Carolina,50,2010-09-30
North Dakota,0,2010-09-30
Ohio,56,2010-09-30
Oklahoma,47,2010-09-30
Oregon,38,2010-09-30
Pennsylvania,66,2010-09-30
Rhode Island,76,2010-09-30
South Carolina,26,2010-09-30
South Dakota,14,2010-09-30
Tennessee,54,2010-09-30
Texas,42,2010-09-30
Utah,16,2010-09-30
Vermont,34,2010-09-30
Virginia,23,2010-09-30
Washington,23,2010-09-30
West Virginia,94,2010-09-30
Wisconsin,27,2010-09-30
Wyoming,39,2010-09-30
Alabama,28,2010-10-31
Alaska,16,2010-10-31
Arizona,65,2010-10-31
Arkansas,77,2010-10-31
California,25,2010-10-31
Colorado,42,2010-10-31
Connecticut,89,2010-10-31
Delaware,56,2010-10-31
District of Columbia,38,2010-10-31
Florida,83,2010-10-31
Georgia,42,2010-10-31
Hawaii,70,2010-10-31
Idaho,54,2010-10-31
Illinois,74,2010-10-31
Indiana,66,2010-10-31
Iowa,34,2010-10-31
Kansas,12,2010-10-31
Kentucky,48,2010-10-31
Louisiana,98,2010-10-31
Maine,83,2010-10-31
Maryland,43,2010-10-31
Massachusetts,45,2010-10-31
Michigan,78,2010-10-31
Minnesota,41,2010-10-31
Mississippi,59,2010-10-31
Missouri,71,2010-10-31
Montana,0,2010-10-31
Nebraska,19,2010-10-31
Nevada,100,2010-10-31
New Hampshire,77,2010-10-31
New Jersey,78,2010-10-31
New Mexico,30,2010-10-31
New York,48,2010-10-31
North Carolina,48,2010-10-31
North Dakota,0,2010-10-31
Ohio,63,2010-10-31
Oklahoma,50,2010-10-31
Oregon,39,2010-10-31
Pennsylvania,67,2010-10-31
Rhode Island,56,2010-10-31
South Carolina,76,2010-10-31
South Dakota,35,2010-10-31
Tennessee,54,2010-10-31
Texas,53,2010-10-31
Utah,26,2010-10-31
Vermont,56,2010-10-31
Virginia,20,2010-10-31
Washington,24,2010-10-31
West Virginia,52,2010-10-31
Wisconsin,57,2010-10-31
Wyoming,0,2010-10-31
Alabama,62,2010-11-30
Alaska,30,2010-11-30
Arizona,57,2010-11-30
Arkansas,20,2010-11-30
California,25,2010-11-30
Colorado,46,2010-11-30
Connecticut,50,2010-11-30
Delaware,100,2010-11-30
District of Columbia,42,2010-11-30
Florida,77,2010-11-30
Georgia,41,2010-11-30
Hawaii,17,2010-11-30
Idaho,61,2010-11-30
Illinois,77,2010-11-30
Indiana,39,2010-11-30
Iowa,31,2010-11-30
Kansas,44,2010-11-30
Kentucky,57,2010-11-30
Louisiana,45,2010-11-30
Maine,74,2010-11-30
Maryland,54,2010-11-30
Massachusetts,40,2010-11-30
Michigan,86,2010-11-30
Minnesota,24,2010-11-30
Mississippi,79,2010-11-30
Missouri,60,2010-11-30
Montana,23,2010-11-30
Nebraska,34,2010-11-30
Nevada,78,2010-11-30
New Hampshire,30,2010-11-30
New Jersey,57,2010-11-30
New Mexico,55,2010-11-30
New York,40,2010-11-30
North Carolina,52,2010-11-30
North Dakota,23,2010-11-30
Ohio,46,2010-11-30
Oklahoma,62,2010-11-30
Oregon,13,2010-11-30
Pennsylvania,71,2010-11-30
Rhode Island,93,2010-11-30
South Carolina,33,2010-11-30
South Dakota,15,2010-11-30
Tennessee,61,2010-11-30
Texas,41,2010-11-30
Utah,18,2010-11-30
Vermont,21,2010-11-30
Virginia,20,2010-11-30
Washington,19,2010-11-30
West Virginia,24,2010-11-30
Wisconsin,46,2010-11-30
Wyoming,40,2010-11-30
Alabama,46,2010-12-31
Alaska,56,2010-12-31
Arizona,57,2010-12-31
Arkansas,60,2010-12-31
California,43,2010-12-31
Colorado,46,2010-12-31
Connecticut,100,2010-12-31
Delaware,83,2010-12-31
District of Columbia,30,2010-12-31
Florida,80,2010-12-31
Georgia,43,2010-12-31
Hawaii,30,2010-12-31
Idaho,71,2010-12-31
Illinois,52,2010-12-31
Indiana,43,2010-12-31
Iowa,39,2010-12-31
Kansas,54,2010-12-31
Kentucky,37,2010-12-31
Louisiana,54,2010-12-31
Maine,34,2010-12-31
Maryland,54,2010-12-31
Massachusetts,32,2010-12-31
Michigan,82,2010-12-31
Minnesota,38,2010-12-31
Mississippi,62,2010-12-31
Missouri,49,2010-12-31
Montana,36,2010-12-31
Nebraska,26,2010-12-31
Nevada,73,2010-12-31
New Hampshire,9,2010-12-31
New Jersey,91,2010-12-31
New Mexico,43,2010-12-31
New York,31,2010-12-31
North Carolina,51,2010-12-31
North Dakota,45,2010-12-31
Ohio,47,2010-12-31
Oklahoma,52,2010-12-31
Oregon,42,2010-12-31
Pennsylvania,65,2010-12-31
Rhode Island,37,2010-12-31
South Carolina,57,2010-12-31
South Dakota,54,2010-12-31
Tennessee,52,2010-12-31
Texas,37,2010-12-31
Utah,32,2010-12-31
Vermont,51,2010-12-31
Virginia,53,2010-12-31
Washington,27,2010-12-31
West Virginia,46,2010-12-31
Wisconsin,43,2010-12-31
Wyoming,73,2010-12-31
Alabama,22,2011-01-31
Alaska,9,2011-01-31
Arizona,65,2011-01-31
Arkansas,37,2011-01-31
California,48,2011-01-31
Colorado,40,2011-01-31
Connecticut,97,2011-01-31
Delaware,36,2011-01-31
District of Columbia,37,2011-01-31
Florida,81,2011-01-31
Georgia,35,2011-01-31
Hawaii,24,2011-01-31
Idaho,46,2011-01-31
Illinois,52,2011-01-31
Indiana,34,2011-01-31
Iowa,39,2011-01-31
Kansas,63,2011-01-31
Kentucky,29,2011-01-31
Louisiana,43,2011-01-31
Maine,73,2011-01-31
Maryland,60,2011-01-31
Massachusetts,36,2011-01-31
Michigan,67,2011-01-31
Minnesota,36,2011-01-31
Mississippi,28,2011-01-31
Missouri,45,2011-01-31
Montana,63,2011-01-31
Nebraska,19,2011-01-31
Nevada,100,2011-01-31
New Hampshire,51,2011-01-31
New Jersey,87,2011-01-31
New Mexico,25,2011-01-31
New York,29,2011-01-31
North Carolina,54,2011-01-31
North Dakota,22,2011-01-31
Ohio,52,2011-01-31
Oklahoma,28,2011-01-31
Oregon,35,2011-01-31
Pennsylvania,59,2011-01-31
Rhode Island,41,2011-01-31
South Carolina,44,2011-01-31
South Dakota,53,2011-01-31
Tennessee,43,2011-01-31
Texas,42,2011-01-31
Utah,28,2011-01-31
Vermont,10,2011-01-31
Virginia,52,2011-01-31
Washington,24,2011-01-31
West Virginia,54,2011-01-31
Wisconsin,37,2011-01-31
Wyoming,36,2011-01-31
Alabama,44,2011-02-28
Alaska,32,2011-02-28
Arizona,57,2011-02-28
Arkansas,63,2011-02-28
California,37,2011-02-28
Colorado,50,2011-02-28
Connecticut,100,2011-02-28
Delaware,56,2011-02-28
District of Columbia,39,2011-02-28
Florida,76,2011-02-28
Georgia,39,2011-02-28
Hawaii,42,2011-02-28
Idaho,76,2011-02-28
Illinois,58,2011-02-28
Indiana,50,2011-02-28
Iowa,43,2011-02-28
Kansas,79,2011-02-28
Kentucky,28,2011-02-28
Louisiana,37,2011-02-28
Maine,44,2011-02-28
Maryland,47,2011-02-28
Massachusetts,40,2011-02-28
Michigan,74,2011-02-28
Minnesota,36,2011-02-28
Mississippi,83,2011-02-28
Missouri,51,2011-02-28
Montana,31,2011-02-28
Nebraska,48,2011-02-28
Nevada,100,2011-02-28
New Hampshire,40,2011-02-28
New Jersey,64,2011-02-28
New Mexico,40,2011-02-28
New York,26,2011-02-28
North Carolina,53,2011-02-28
North Dakota,10,2011-02-28
Ohio,52,2011-02-28
Oklahoma,57,2011-02-28
Oregon,23,2011-02-28
Pennsylvania,59,2011-02-28
Rhode Island,26,2011-02-28
South Carolina,50,2011-02-28
South Dakota,47,2011-02-28
Tennessee,44,2011-02-28
Texas,41,2011-02-28
Utah,34,2011-02-28
Vermont,62,2011-02-28
Virginia,57,2011-02-28
Washington,28,2011-02-28
West Virginia,20,2011-02-28
Wisconsin,26,2011-02-28
Wyoming,16,2011-02-28
Alabama,46,2011-03-31
Alaska,14,2011-03-31
Arizona,49,2011-03-31
Arkansas,44,2011-03-31
California,33,2011-03-31
Colorado,34,2011-03-31
Connecticut,100,2011-03-31
Delaware,84,2011-03-31
District of Columbia,48,2011-03-31
Florida,62,2011-03-31
Georgia,35,2011-03-31
Hawaii,39,2011-03-31
Idaho,26,2011-03-31
Illinois,52,2011-03-31
Indiana,26,2011-03-31
Iowa,34,2011-03-31
Kansas,46,2011-03-31
Kentucky,39,2011-03-31
Louisiana,25,2011-03-31
Maine,38,2011-03-31
Maryland,34,2011-03-31
Massachusetts,29,2011-03-31
Michigan,58,2011-03-31
Minnesota,35,2011-03-31
Mississippi,28,2011-03-31
Missouri,54,2011-03-31
Montana,20,2011-03-31
Nebraska,26,2011-03-31
Nevada,81,2011-03-31
New Hampshire,36,2011-03-31
New Jersey,55,2011-03-31
New Mexico,26,2011-03-31
New York,25,2011-03-31
North Carolina,44,2011-03-31
North Dakota,8,2011-03-31
Ohio,49,2011-03-31
Oklahoma,39,2011-03-31
Oregon,16,2011-03-31
Pennsylvania,52,2011-03-31
Rhode Island,18,2011-03-31
South Carolina,56,2011-03-31
South Dakota,17,2011-03-31
Tennessee,40,2011-03-31
Texas,33,2011-03-31
Utah,17,2011-03-31
Vermont,23,2011-03-31
Virginia,48,2011-03-31
Washington,19,2011-03-31
West Virginia,49,2011-03-31
Wisconsin,40,2011-03-31
Wyoming,71,2011-03-31
Alabama,41,2011-04-30
Alaska,0,2011-04-30
Arizona,57,2011-04-30
Arkansas,40,2011-04-30
California,36,2011-04-30
Colorado,47,2011-04-30
Connecticut,100,2011-04-30
Delaware,77,2011-04-30
District of Columbia,44,2011-04-30
Florida,69,2011-04-30
Georgia,30,2011-04-30
Hawaii,12,2011-04-30
Idaho,44,2011-04-30
Illinois,51,2011-04-30
Indiana,42,2011-04-30
Iowa,29,2011-04-30
Kansas,29,2011-04-30
Kentucky,32,2011-04-30
Louisiana,41,2011-04-30
Maine,63,2011-04-30
Maryland,48,2011-04-30
Massachusetts,49,2011-04-30
Michigan,64,2011-04-30
Minnesota,35,2011-04-30
Mississippi,72,2011-04-30
Missouri,50,2011-04-30
Montana,16,2011-04-30
Nebraska,30,2011-04-30
Nevada,54,2011-04-30
New Hampshire,45,2011-04-30
New Jersey,71,2011-04-30
New Mexico,18,2011-04-30
New York,31,2011-04-30
North Carolina,44,2011-04-30
North Dakota,51,2011-04-30
Ohio,44,2011-04-30
Oklahoma,57,2011-04-30
Oregon,31,2011-04-30
Pennsylvania,55,2011-04-30
Rhode Island,36,2011-04-30
South Carolina,59,2011-04-30
South Dakota,40,2011-04-30
Tennessee,57,2011-04-30
Texas,33,2011-04-30
Utah,24,2011-04-30
Vermont,36,2011-04-30
Virginia,46,2011-04-30
Washington,20,2011-04-30
West Virginia,41,2011-04-30
