geoName,Apartment,year
Georgia,67,2010-06-30
Hawaii,44,2010-06-30
Idaho,77,2010-06-30
Illinois,85,2010-06-30
Indiana,31,2010-06-30
Iowa,43,2010-06-30
Kansas,40,2010-06-30
Kentucky,53,2010-06-30
Louisiana,56,2010-06-30
Maine,18,2010-06-30
Maryland,62,2010-06-30
Massachusetts,63,2010-06-30
Michigan,48,2010-06-30
Minnesota,39,2010-06-30
Mississippi,52,2010-06-30
Missouri,50,2010-06-30
Montana,21,2010-06-30
Nebraska,40,2010-06-30
Nevada,60,2010-06-30
New Hampshire,34,2010-06-30
New Jersey,54,2010-06-30
New Mexico,78,2010-06-30
New York,67,2010-06-30
North Carolina,46,2010-06-30
North Dakota,47,2010-06-30
Ohio,47,2010-06-30
Oklahoma,64,2010-06-30
Oregon,42,2010-06-30
Pennsylvania,50,2010-06-30
Rhode Island,28,2010-06-30
South Carolina,100,2010-06-30
South Dakota,77,2010-06-30
Tennessee,59,2010-06-30
Texas,67,2010-06-30
Utah,28,2010-06-30
Vermont,16,2010-06-30
Virginia,29,2010-06-30
Washington,55,2010-06-30
West Virginia,38,2010-06-30
Wisconsin,43,2010-06-30
Wyoming,31,2010-06-30
Alabama,39,2010-07-31
Alaska,11,2010-07-31
Arizona,44,2010-07-31
Arkansas,35,2010-07-31
California,27,2010-07-31
Colorado,45,2010-07-31
Connecticut,34,2010-07-31
Delaware,100,2010-07-31
District of Columbia,64,2010-07-31
Florida,61,2010-07-31
Georgia,56,2010-07-31
Hawaii,32,2010-07-31
Idaho,95,2010-07-31
Illinois,51,2010-07-31
Indiana,35,2010-07-31
Iowa,25,2010-07-31
Kansas,43,2010-07-31
Kentucky,32,2010-07-31
Louisiana,24,2010-07-31
Maine,25,2010-07-31
Maryland,79,2010-07-31
Massachusetts,45,2010-07-31
Michigan,34,2010-07-31
Minnesota,39,2010-07-31
Mississippi,63,2010-07-31
Missouri,33,2010-07-31
Montana,18,2010-07-31
Nebraska,34,2010-07-31
Nevada,40,2010-07-31
New Hampshire,37,2010-07-31
New Jersey,51,2010-07-31
New Mexico,68,2010-07-31
New York,69,2010-07-31
North Carolina,56,2010-07-31
North Dakota,0,2010-07-31
Ohio,41,2010-07-31
Oklahoma,47,2010-07-31
Oregon,22,2010-07-31
Pennsylvania,43,2010-07-31
Rhode Island,8,2010-07-31
South Carolina,63,2010-07-31
South Dakota,13,2010-07-31
Tennessee,33,2010-07-31
Texas,56,2010-07-31
Utah,29,2010-07-31
Vermont,45,2010-07-31
Virginia,21,2010-07-31
Washington,43,2010-07-31
West Virginia,51,2010-07-31
Wisconsin,35,2010-07-31
Wyoming,0,2010-07-31
Alabama,32,2010-08-31
Alaska,40,2010-08-31
Arizona,38,2010-08-31
Arkansas,32,2010-08-31
California,22,2010-08-31
Colorado,36,2010-08-31
Connecticut,23,2010-08-31
Delaware,100,2010-08-31
District of Columbia,54,2010-08-31
Florida,44,2010-08-31
Georgia,36,2010-08-31
Hawaii,18,2010-08-31
Idaho,28,2010-08-31
Illinois,52,2010-08-31
Indiana,24,2010-08-31
Iowa,36,2010-08-31
Kansas,18,2010-08-31
Kentucky,24,2010-08-31
Louisiana,34,2010-08-31
Maine,29,2010-08-31
Maryland,57,2010-08-31
Massachusetts,34,2010-08-31
Michigan,30,2010-08-31
Minnesota,33,2010-08-31
Mississippi,41,2010-08-31
Missouri,34,2010-08-31
Montana,16,2010-08-31
Nebraska,30,2010-08-31
Nevada,60,2010-08-31
New Hampshire,26,2010-08-31
New Jersey,37,2010-08-31
New Mexico,17,2010-08-31
New York,49,2010-08-31
North Carolina,45,2010-08-31
North Dakota,16,2010-08-31
Ohio,31,2010-08-31
Oklahoma,40,2010-08-31
Oregon,30,2010-08-31
Pennsylvania,32,2010-08-31
Rhode Island,27,2010-08-31
South Carolina,37,2010-08-31
South Dakota,22,2010-08-31
Tennessee,36,2010-08-31
Texas,52,2010-08-31
Utah,21,2010-08-31
Vermont,32,2010-08-31
Virginia,20,2010-08-31
Washington,28,2010-08-31
West Virginia,0,2010-08-31
Wisconsin,32,2010-08-31
Wyoming,59,2010-08-31
Alabama,50,2010-09-30
Alaska,32,2010-09-30
Arizona,41,2010-09-30
Arkansas,42,2010-09-30
California,23,2010-09-30
Colorado,36,2010-09-30
Connecticut,20,2010-09-30
Delaware,0,2010-09-30
District of Columbia,55,2010-09-30
Florida,39,2010-09-30
Georgia,47,2010-09-30
Hawaii,25,2010-09-30
Idaho,37,2010-09-30
Illinois,42,2010-09-30
Indiana,29,2010-09-30
Iowa,22,2010-09-30
Kansas,4,2010-09-30
Kentucky,19,2010-09-30
Louisiana,54,2010-09-30
Maine,8,2010-09-30
Maryland,41,2010-09-30
Massachusetts,49,2010-09-30
Michigan,34,2010-09-30
Minnesota,30,2010-09-30
Mississippi,76,2010-09-30
Missouri,35,2010-09-30
Montana,17,2010-09-30
Nebraska,45,2010-09-30
Nevada,20,2010-09-30
New Hampshire,27,2010-09-30
New Jersey,27,2010-09-30
New Mexico,18,2010-09-30
New York,46,2010-09-30
North Carolina,31,2010-09-30
North Dakota,17,2010-09-30
Ohio,21,2010-09-30
Oklahoma,36,2010-09-30
Oregon,30,2010-09-30
Pennsylvania,37,2010-09-30
Rhode Island,50,2010-09-30
South Carolina,54,2010-09-30
South Dakota,24,2010-09-30
Tennessee,28,2010-09-30
Texas,46,2010-09-30
Utah,35,2010-09-30
Vermont,17,2010-09-30
Virginia,17,2010-09-30
Washington,30,2010-09-30
West Virginia,0,2010-09-30
Wisconsin,21,2010-09-30
Wyoming,100,2010-09-30
Alabama,64,2010-10-31
Alaska,25,2010-10-31
Arizona,36,2010-10-31
Arkansas,26,2010-10-31
California,27,2010-10-31
Colorado,45,2010-10-31
Connecticut,41,2010-10-31
Delaware,0,2010-10-31
District of Columbia,54,2010-10-31
Florida,67,2010-10-31
Georgia,52,2010-10-31
Hawaii,23,2010-10-31
Idaho,53,2010-10-31
Illinois,36,2010-10-31
Indiana,29,2010-10-31
Iowa,33,2010-10-31
Kansas,41,2010-10-31
Kentucky,34,2010-10-31
Louisiana,59,2010-10-31
Maine,27,2010-10-31
Maryland,46,2010-10-31
Massachusetts,39,2010-10-31
Michigan,36,2010-10-31
Minnesota,28,2010-10-31
Mississippi,15,2010-10-31
Missouri,57,2010-10-31
Montana,60,2010-10-31
Nebraska,30,2010-10-31
Nevada,58,2010-10-31
New Hampshire,42,2010-10-31
New Jersey,53,2010-10-31
New Mexico,11,2010-10-31
New York,50,2010-10-31
North Carolina,51,2010-10-31
North Dakota,100,2010-10-31
Ohio,30,2010-10-31
Oklahoma,29,2010-10-31
Oregon,14,2010-10-31
Pennsylvania,41,2010-10-31
Rhode Island,26,2010-10-31
South Carolina,50,2010-10-31
South Dakota,41,2010-10-31
Tennessee,39,2010-10-31
Texas,53,2010-10-31
Utah,15,2010-10-31
Vermont,60,2010-10-31
Virginia,22,2010-10-31
Washington,29,2010-10-31
West Virginia,0,2010-10-31
Wisconsin,51,2010-10-31
Wyoming,18,2010-10-31
Alabama,66,2010-11-30
Alaska,0,2010-11-30
Arizona,80,2010-11-30
Arkansas,51,2010-11-30
California,35,2010-11-30
Colorado,58,2010-11-30
Connecticut,52,2010-11-30
Delaware,32,2010-11-30
District of Columbia,77,2010-11-30
Florida,89,2010-11-30
Georgia,61,2010-11-30
Hawaii,55,2010-11-30
Idaho,46,2010-11-30
Illinois,78,2010-11-30
Indiana,79,2010-11-30
Iowa,39,2010-11-30
Kansas,42,2010-11-30
Kentucky,27,2010-11-30
Louisiana,82,2010-11-30
Maine,94,2010-11-30
Maryland,84,2010-11-30
Massachusetts,83,2010-11-30
Michigan,58,2010-11-30
Minnesota,55,2010-11-30
Mississippi,100,2010-11-30
Missouri,72,2010-11-30
Montana,29,2010-11-30
Nebraska,55,2010-11-30
Nevada,78,2010-11-30
New Hampshire,50,2010-11-30
New Jersey,62,2010-11-30
New Mexico,35,2010-11-30
New York,61,2010-11-30
North Carolina,51,2010-11-30
North Dakota,58,2010-11-30
Ohio,39,2010-11-30
Oklahoma,93,2010-11-30
Oregon,46,2010-11-30
Pennsylvania,62,2010-11-30
Rhode Island,65,2010-11-30
South Carolina,56,2010-11-30
South Dakota,59,2010-11-30
Tennessee,62,2010-11-30
Texas,76,2010-11-30
Utah,45,2010-11-30
Vermont,27,2010-11-30
Virginia,37,2010-11-30
Washington,46,2010-11-30
West Virginia,91,2010-11-30
Wisconsin,37,2010-11-30
Wyoming,50,2010-11-30
Alabama,41,2010-12-31
Alaska,58,2010-12-31
Arizona,59,2010-12-31
Arkansas,49,2010-12-31
California,51,2010-12-31
Colorado,48,2010-12-31
Connecticut,38,2010-12-31
Delaware,48,2010-12-31
District of Columbia,100,2010-12-31
Florida,68,2010-12-31
Georgia,68,2010-12-31
Hawaii,47,2010-12-31
Idaho,25,2010-12-31
Illinois,68,2010-12-31
Indiana,43,2010-12-31
Iowa,37,2010-12-31
Kansas,41,2010-12-31
Kentucky,22,2010-12-31
Louisiana,84,2010-12-31
Maine,24,2010-12-31
Maryland,55,2010-12-31
Massachusetts,53,2010-12-31
Michigan,56,2010-12-31
Minnesota,49,2010-12-31
Mississippi,35,2010-12-31
Missouri,41,2010-12-31
Montana,28,2010-12-31
Nebraska,32,2010-12-31
Nevada,57,2010-12-31
New Hampshire,30,2010-12-31
New Jersey,61,2010-12-31
New Mexico,39,2010-12-31
New York,65,2010-12-31
North Carolina,61,2010-12-31
North Dakota,35,2010-12-31
Ohio,39,2010-12-31
Oklahoma,51,2010-12-31
Oregon,34,2010-12-31
Pennsylvania,52,2010-12-31
Rhode Island,32,2010-12-31
South Carolina,68,2010-12-31
South Dakota,11,2010-12-31
Tennessee,38,2010-12-31
Texas,76,2010-12-31
Utah,44,2010-12-31
Vermont,75,2010-12-31
Virginia,59,2010-12-31
Washington,54,2010-12-31
West Virginia,36,2010-12-31
Wisconsin,39,2010-12-31
Wyoming,0,2010-12-31
Alabama,82,2011-01-31
Alaska,28,2011-01-31
Arizona,80,2011-01-31
Arkansas,48,2011-01-31
California,76,2011-01-31
Colorado,55,2011-01-31
Connecticut,88,2011-01-31
Delaware,27,2011-01-31
District of Columbia,97,2011-01-31
Florida,91,2011-01-31
Georgia,96,2011-01-31
Hawaii,36,2011-01-31
Idaho,59,2011-01-31
Illinois,82,2011-01-31
Indiana,36,2011-01-31
Iowa,50,2011-01-31
Kansas,48,2011-01-31
Kentucky,49,2011-01-31
Louisiana,57,2011-01-31
Maine,58,2011-01-31
Maryland,86,2011-01-31
Massachusetts,76,2011-01-31
Michigan,68,2011-01-31
Minnesota,60,2011-01-31
Mississippi,41,2011-01-31
Missouri,76,2011-01-31
Montana,40,2011-01-31
Nebraska,22,2011-01-31
Nevada,46,2011-01-31
New Hampshire,34,2011-01-31
New Jersey,71,2011-01-31
New Mexico,43,2011-01-31
New York,84,2011-01-31
North Carolina,80,2011-01-31
North Dakota,64,2011-01-31
Ohio,63,2011-01-31
Oklahoma,66,2011-01-31
Oregon,52,2011-01-31
Pennsylvania,57,2011-01-31
Rhode Island,78,2011-01-31
South Carolina,78,2011-01-31
South Dakota,16,2011-01-31
Tennessee,84,2011-01-31
Texas,100,2011-01-31
Utah,30,2011-01-31
Vermont,45,2011-01-31
Virginia,100,2011-01-31
Washington,47,2011-01-31
West Virginia,55,2011-01-31
Wisconsin,55,2011-01-31
Wyoming,79,2011-01-31
Alabama,61,2011-02-28
Alaska,34,2011-02-28
Arizona,89,2011-02-28
Arkansas,36,2011-02-28
California,65,2011-02-28
Colorado,54,2011-02-28
Connecticut,93,2011-02-28
Delaware,88,2011-02-28
District of Columbia,93,2011-02-28
Florida,79,2011-02-28
Georgia,84,2011-02-28
Hawaii,82,2011-02-28
Idaho,35,2011-02-28
Illinois,91,2011-02-28
Indiana,70,2011-02-28
Iowa,37,2011-02-28
Kansas,79,2011-02-28
Kentucky,50,2011-02-28
Louisiana,68,2011-02-28
Maine,47,2011-02-28
Maryland,84,2011-02-28
Massachusetts,84,2011-02-28
Michigan,88,2011-02-28
Minnesota,69,2011-02-28
Mississippi,91,2011-02-28
Missouri,80,2011-02-28
Montana,64,2011-02-28
Nebraska,53,2011-02-28
Nevada,69,2011-02-28
New Hampshire,33,2011-02-28
New Jersey,67,2011-02-28
New Mexico,86,2011-02-28
New York,85,2011-02-28
North Carolina,74,2011-02-28
North Dakota,53,2011-02-28
Ohio,55,2011-02-28
Oklahoma,75,2011-02-28
Oregon,49,2011-02-28
Pennsylvania,58,2011-02-28
Rhode Island,100,2011-02-28
South Carolina,72,2011-02-28
South Dakota,13,2011-02-28
Tennessee,57,2011-02-28
Texas,95,2011-02-28
Utah,65,2011-02-28
Vermont,49,2011-02-28
Virginia,78,2011-02-28
Washington,59,2011-02-28
West Virginia,34,2011-02-28
Wisconsin,71,2011-02-28
Wyoming,68,2011-02-28
Alabama,51,2011-03-31
Alaska,41,2011-03-31
Arizona,70,2011-03-31
Arkansas,15,2011-03-31
California,51,2011-03-31
Colorado,38,2011-03-31
Connecticut,55,2011-03-31
Delaware,25,2011-03-31
District of Columbia,82,2011-03-31
Florida,56,2011-03-31
Georgia,53,2011-03-31
Hawaii,39,2011-03-31
Idaho,31,2011-03-31
Illinois,75,2011-03-31
Indiana,44,2011-03-31
Iowa,32,2011-03-31
Kansas,38,2011-03-31
Kentucky,38,2011-03-31
Louisiana,74,2011-03-31
Maine,36,2011-03-31
Maryland,65,2011-03-31
Massachusetts,54,2011-03-31
Michigan,47,2011-03-31
Minnesota,44,2011-03-31
Mississippi,30,2011-03-31
Missouri,49,2011-03-31
Montana,16,2011-03-31
Nebraska,24,2011-03-31
Nevada,51,2011-03-31
New Hampshire,51,2011-03-31
New Jersey,53,2011-03-31
New Mexico,36,2011-03-31
New York,59,2011-03-31
North Carolina,53,2011-03-31
North Dakota,100,2011-03-31
Ohio,44,2011-03-31
Oklahoma,46,2011-03-31
Oregon,32,2011-03-31
Pennsylvania,47,2011-03-31
Rhode Island,38,2011-03-31
South Carolina,47,2011-03-31
South Dakota,0,2011-03-31
Tennessee,32,2011-03-31
Texas,67,2011-03-31
Utah,18,2011-03-31
Vermont,82,2011-03-31
Virginia,57,2011-03-31
Washington,44,2011-03-31
West Virginia,53,2011-03-31
Wisconsin,41,2011-03-31
Wyoming,34,2011-03-31
Alabama,61,2011-04-30
Alaska,41,2011-04-30
Arizona,71,2011-04-30
Arkansas,54,2011-04-30
California,54,2011-04-30
Colorado,55,2011-04-30
Connecticut,51,2011-04-30
Delaware,29,2011-04-30
District of Columbia,100,2011-04-30
Florida,68,2011-04-30
Georgia,67,2011-04-30
Hawaii,26,2011-04-30
Idaho,37,2011-04-30
Illinois,80,2011-04-30
Indiana,57,2011-04-30
Iowa,36,2011-04-30
Kansas,57,2011-04-30
Kentucky,33,2011-04-30
Louisiana,73,2011-04-30
Maine,34,2011-04-30
Maryland,89,2011-04-30
Massachusetts,68,2011-04-30
Michigan,57,2011-04-30
Minnesota,49,2011-04-30
Mississippi,45,2011-04-30
Missouri,51,2011-04-30
Montana,49,2011-04-30
Nebraska,51,2011-04-30
Nevada,87,2011-04-30
New Hampshire,41,2011-04-30
New Jersey,60,2011-04-30
New Mexico,65,2011-04-30
New York,70,2011-04-30
North Carolina,60,2011-04-30
North Dakota,63,2011-04-30
Ohio,61,2011-04-30
Oklahoma,55,2011-04-30
Oregon,48,2011-04-30
Pennsylvania,56,2011-04-30
Rhode Island,13,2011-04-30
South Carolina,64,2011-04-30
South Dakota,38,2011-04-30
Tennessee,46,2011-04-30
Texas,86,2011-04-30
Utah,50,2011-04-30
Vermont,68,2011-04-30
Virginia,63,2011-04-30
Washington,53,2011-04-30
West Virginia,58,2011-04-30
Wisconsin,44,2011-04-30
Wyoming,62,2011-04-30
Alabama,72,2011-05-31
Alaska,79,2011-05-31
Arizona,73,2011-05-31
Arkansas,34,2011-05-31
California,65,2011-05-31
Colorado,74,2011-05-31
Connecticut,57,2011-05-31
Delaware,83,2011-05-31
District of Columbia,100,2011-05-31
Florida,77,2011-05-31
Georgia,89,2011-05-31
Hawaii,47,2011-05-31
Idaho,52,2011-05-31
Illinois,93,2011-05-31
Indiana,60,2011-05-31
Iowa,74,2011-05-31
Kansas,43,2011-05-31
Kentucky,45,2011-05-31
Louisiana,63,2011-05-31
Maine,41,2011-05-31
Maryland,87,2011-05-31
Massachusetts,80,2011-05-31
Michigan,60,2011-05-31
Minnesota,56,2011-05-31
Mississippi,93,2011-05-31
Missouri,71,2011-05-31
Montana,12,2011-05-31
Nebraska,60,2011-05-31
Nevada,59,2011-05-31
New Hampshire,45,2011-05-31
New Jersey,67,2011-05-31
New Mexico,51,2011-05-31
New York,76,2011-05-31
North Carolina,64,2011-05-31
North Dakota,45,2011-05-31
Ohio,56,2011-05-31
Oklahoma,57,2011-05-31
Oregon,52,2011-05-31
Pennsylvania,65,2011-05-31
Rhode Island,92,2011-05-31
South Carolina,58,2011-05-31
South Dakota,48,2011-05-31
Tennessee,70,2011-05-31
Texas,95,2011-05-31
Utah,50,2011-05-31
Vermont,53,2011-05-31
Virginia,78,2011-05-31
Washington,57,2011-05-31
West Virginia,26,2011-05-31
Wisconsin,58,2011-05-31
Wyoming,26,2011-05-31
Alabama,52,2011-06-30
Alaska,22,2011-06-30
Arizona,62,2011-06-30
Arkansas,36,2011-06-30
California,46,2011-06-30
Colorado,38,2011-06-30
Connecticut,51,2011-06-30
Delaware,45,2011-06-30
District of Columbia,79,2011-06-30
Florida,50,2011-06-30
Georgia,53,2011-06-30
Hawaii,45,2011-06-30
Idaho,30,2011-06-30
Illinois,63,2011-06-30
Indiana,32,2011-06-30
Iowa,26,2011-06-30
Kansas,28,2011-06-30
Kentucky,35,2011-06-30
Louisiana,54,2011-06-30
Maine,31,2011-06-30
Maryland,54,2011-06-30
Massachusetts,49,2011-06-30
Michigan,39,2011-06-30
Minnesota,36,2011-06-30
Mississippi,51,2011-06-30
Missouri,52,2011-06-30
Montana,16,2011-06-30
Nebraska,54,2011-06-30
Nevada,41,2011-06-30
New Hampshire,34,2011-06-30
New Jersey,40,2011-06-30
New Mexico,52,2011-06-30
New York,51,2011-06-30
North Carolina,45,2011-06-30
North Dakota,82,2011-06-30
Ohio,41,2011-06-30
Oklahoma,38,2011-06-30
Oregon,27,2011-06-30
Pennsylvania,45,2011-06-30
Rhode Island,64,2011-06-30
South Carolina,41,2011-06-30
South Dakota,40,2011-06-30
Tennessee,31,2011-06-30
Texas,65,2011-06-30
Utah,39,2011-06-30
Vermont,26,2011-06-30
Virginia,45,2011-06-30
Washington,38,2011-06-30
West Virginia,22,2011-06-30
Wisconsin,52,2011-06-30
Wyoming,100,2011-06-30
Alabama,69,2011-07-31
Alaska,24,2011-07-31
Arizona,79,2011-07-31
Arkansas,28,2011-07-31
California,76,2011-07-31
Colorado,62,2011-07-31
Connecticut,64,2011-07-31
Delaware,48,2011-07-31
District of Columbia,94,2011-07-31
Florida,83,2011-07-31
Georgia,90,2011-07-31
Hawaii,92,2011-07-31
Idaho,23,2011-07-31
Illinois,100,2011-07-31
Indiana,65,2011-07-31
Iowa,38,2011-07-31
Kansas,51,2011-07-31
Kentucky,27,2011-07-31
Louisiana,42,2011-07-31
Maine,35,2011-07-31
Maryland,85,2011-07-31
Massachusetts,84,2011-07-31
Michigan,65,2011-07-31
Minnesota,63,2011-07-31
Mississippi,29,2011-07-31
Missouri,83,2011-07-31
Montana,39,2011-07-31
Nebraska,54,2011-07-31
Nevada,90,2011-07-31
New Hampshire,72,2011-07-31
New Jersey,84,2011-07-31
New Mexico,60,2011-07-31
New York,81,2011-07-31
North Carolina,77,2011-07-31
North Dakota,80,2011-07-31
Ohio,39,2011-07-31
Oklahoma,58,2011-07-31
Oregon,47,2011-07-31
Pennsylvania,63,2011-07-31
Rhode Island,47,2011-07-31
South Carolina,88,2011-07-31
South Dakota,66,2011-07-31
Tennessee,37,2011-07-31
Texas,97,2011-07-31
Utah,60,2011-07-31
Vermont,14,2011-07-31
Virginia,83,2011-07-31
Washington,58,2011-07-31
West Virginia,18,2011-07-31
Wisconsin,48,2011-07-31
Wyoming,26,2011-07-31
Alabama,52,2011-08-31
Alaska,24,2011-08-31
Arizona,82,2011-08-31
Arkansas,39,2011-08-31
California,69,2011-08-31
Colorado,46,2011-08-31
Connecticut,97,2011-08-31
Delaware,83,2011-08-31
District of Columbia,100,2011-08-31
Florida,85,2011-08-31
Georgia,71,2011-08-31
Hawaii,49,2011-08-31
Idaho,0,2011-08-31
Illinois,75,2011-08-31
Indiana,47,2011-08-31
Iowa,31,2011-08-31
Kansas,24,2011-08-31
Kentucky,37,2011-08-31
Louisiana,64,2011-08-31
Maine,43,2011-08-31
Maryland,94,2011-08-31
Massachusetts,68,2011-08-31
Michigan,61,2011-08-31
Minnesota,53,2011-08-31
Mississippi,6,2011-08-31
Missouri,67,2011-08-31
Montana,62,2011-08-31
Nebraska,21,2011-08-31
Nevada,63,2011-08-31
New Hampshire,61,2011-08-31
New Jersey,68,2011-08-31
New Mexico,33,2011-08-31
New York,84,2011-08-31
North Carolina,66,2011-08-31
North Dakota,76,2011-08-31
Ohio,49,2011-08-31
Oklahoma,74,2011-08-31
Oregon,46,2011-08-31
Pennsylvania,66,2011-08-31
Rhode Island,61,2011-08-31
South Carolina,57,2011-08-31
South Dakota,15,2011-08-31
Tennessee,52,2011-08-31
Texas,92,2011-08-31
Utah,63,2011-08-31
Vermont,26,2011-08-31
Virginia,69,2011-08-31
Washington,59,2011-08-31
West Virginia,67,2011-08-31
Wisconsin,45,2011-08-31
Wyoming,25,2011-08-31
Alabama,52,2011-09-30
Alaska,22,2011-09-30
Arizona,60,2011-09-30
Arkansas,10,2011-09-30
California,62,2011-09-30
Colorado,43,2011-09-30
Connecticut,54,2011-09-30
Delaware,100,2011-09-30
District of Columbia,71,2011-09-30
Florida,68,2011-09-30
Georgia,69,2011-09-30
Hawaii,40,2011-09-30
Idaho,21,2011-09-30
Illinois,59,2011-09-30
Indiana,62,2011-09-30
Iowa,42,2011-09-30
Kansas,55,2011-09-30
Kentucky,16,2011-09-30
Louisiana,48,2011-09-30
Maine,20,2011-09-30
Maryland,70,2011-09-30
Massachusetts,53,2011-09-30
Michigan,47,2011-09-30
Minnesota,42,2011-09-30
Mississippi,69,2011-09-30
Missouri,63,2011-09-30
Montana,23,2011-09-30
Nebraska,29,2011-09-30
Nevada,48,2011-09-30
New Hampshire,40,2011-09-30
New Jersey,72,2011-09-30
New Mexico,35,2011-09-30
New York,72,2011-09-30
North Carolina,56,2011-09-30
North Dakota,28,2011-09-30
Ohio,38,2011-09-30
Oklahoma,54,2011-09-30
Oregon,52,2011-09-30
Pennsylvania,60,2011-09-30
Rhode Island,42,2011-09-30
South Carolina,43,2011-09-30
South Dakota,71,2011-09-30
Tennessee,60,2011-09-30
Texas,78,2011-09-30
Utah,43,2011-09-30
Vermont,71,2011-09-30
Virginia,70,2011-09-30
Washington,67,2011-09-30
West Virginia,30,2011-09-30
Wisconsin,35,2011-09-30
Wyoming,45,2011-09-30
Alabama,79,2011-10-31
Alaska,53,2011-10-31
Arizona,74,2011-10-31
Arkansas,44,2011-10-31
California,73,2011-10-31
Colorado,38,2011-10-31
Connecticut,50,2011-10-31
Delaware,68,2011-10-31
District of Columbia,83,2011-10-31
Florida,78,2011-10-31
Georgia,76,2011-10-31
Hawaii,42,2011-10-31
Idaho,34,2011-10-31
Illinois,89,2011-10-31
Indiana,60,2011-10-31
Iowa,54,2011-10-31
Kansas,48,2011-10-31
Kentucky,46,2011-10-31
Louisiana,76,2011-10-31
Maine,25,2011-10-31
Maryland,88,2011-10-31
Massachusetts,69,2011-10-31
Michigan,50,2011-10-31
Minnesota,37,2011-10-31
Mississippi,13,2011-10-31
Missouri,77,2011-10-31
Montana,0,2011-10-31
Nebraska,65,2011-10-31
Nevada,59,2011-10-31
New Hampshire,28,2011-10-31
New Jersey,77,2011-10-31
New Mexico,89,2011-10-31
New York,87,2011-10-31
North Carolina,53,2011-10-31
North Dakota,83,2011-10-31
Ohio,49,2011-10-31
Oklahoma,54,2011-10-31
Oregon,46,2011-10-31
Pennsylvania,61,2011-10-31
Rhode Island,86,2011-10-31
South Carolina,65,2011-10-31
South Dakota,17,2011-10-31
Tennessee,44,2011-10-31
Texas,100,2011-10-31
Utah,30,2011-10-31
Vermont,30,2011-10-31
Virginia,69,2011-10-31
Washington,63,2011-10-31
West Virginia,47,2011-10-31
Wisconsin,42,2011-10-31
Wyoming,27,2011-10-31
Alabama,64,2011-11-30
Alaska,53,2011-11-30
Arizona,85,2011-11-30
Arkansas,55,2011-11-30
California,65,2011-11-30
Colorado,56,2011-11-30
Connecticut,66,2011-11-30
Delaware,38,2011-11-30
District of Columbia,93,2011-11-30
Florida,75,2011-11-30
Georgia,91,2011-11-30
Hawaii,67,2011-11-30
Idaho,56,2011-11-30
Illinois,68,2011-11-30
Indiana,58,2011-11-30
Iowa,63,2011-11-30
Kansas,19,2011-11-30
Kentucky,37,2011-11-30
Louisiana,73,2011-11-30
Maine,31,2011-11-30
Maryland,100,2011-11-30
Massachusetts,61,2011-11-30
Michigan,66,2011-11-30
Minnesota,43,2011-11-30
Mississippi,30,2011-11-30
Missouri,83,2011-11-30
Montana,92,2011-11-30
Nebraska,42,2011-11-30
Nevada,57,2011-11-30
New Hampshire,26,2011-11-30
New Jersey,72,2011-11-30
New Mexico,42,2011-11-30
New York,81,2011-11-30
North Carolina,52,2011-11-30
North Dakota,65,2011-11-30
Ohio,55,2011-11-30
Oklahoma,81,2011-11-30
Oregon,38,2011-11-30
Pennsylvania,68,2011-11-30
Rhode Island,25,2011-11-30
South Carolina,45,2011-11-30
South Dakota,66,2011-11-30
Tennessee,76,2011-11-30
Texas,98,2011-11-30
Utah,36,2011-11-30
Vermont,14,2011-11-30
Virginia,61,2011-11-30
Washington,63,2011-11-30
West Virginia,54,2011-11-30
Wisconsin,62,2011-11-30
Wyoming,54,2011-11-30
Alabama,54,2011-12-31
Alaska,18,2011-12-31
Arizona,73,2011-12-31
Arkansas,42,2011-12-31
California,61,2011-12-31
Colorado,37,2011-12-31
Connecticut,55,2011-12-31
Delaware,47,2011-12-31
District of Columbia,100,2011-12-31
Florida,77,2011-12-31
Georgia,70,2011-12-31
Hawaii,44,2011-12-31
Idaho,11,2011-12-31
Illinois,81,2011-12-31
Indiana,56,2011-12-31
Iowa,66,2011-12-31
Kansas,42,2011-12-31
Kentucky,32,2011-12-31
Louisiana,62,2011-12-31
Maine,49,2011-12-31
Maryland,79,2011-12-31
Massachusetts,67,2011-12-31
Michigan,50,2011-12-31
Minnesota,52,2011-12-31
Mississippi,33,2011-12-31
