geoName,Real Estate Listings,year
Montana,59,2009-12-31
Nebraska,45,2009-12-31
Nevada,15,2009-12-31
New Hampshire,26,2009-12-31
New Jersey,22,2009-12-31
New Mexico,48,2009-12-31
New York,29,2009-12-31
North Carolina,31,2009-12-31
North Dakota,0,2009-12-31
Ohio,23,2009-12-31
Oklahoma,57,2009-12-31
Oregon,17,2009-12-31
Pennsylvania,32,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,26,2009-12-31
South Dakota,0,2009-12-31
Tennessee,36,2009-12-31
Texas,32,2009-12-31
Utah,48,2009-12-31
Vermont,36,2009-12-31
Virginia,13,2009-12-31
Washington,41,2009-12-31
West Virginia,82,2009-12-31
Wisconsin,24,2009-12-31
Wyoming,42,2009-12-31
Alabama,29,2010-01-31
Alaska,24,2010-01-31
Arizona,41,2010-01-31
Arkansas,0,2010-01-31
California,13,2010-01-31
Colorado,32,2010-01-31
Connecticut,52,2010-01-31
Delaware,0,2010-01-31
District of Columbia,35,2010-01-31
Florida,28,2010-01-31
Georgia,23,2010-01-31
Hawaii,0,2010-01-31
Idaho,100,2010-01-31
Illinois,11,2010-01-31
Indiana,21,2010-01-31
Iowa,34,2010-01-31
Kansas,8,2010-01-31
Kentucky,13,2010-01-31
Louisiana,20,2010-01-31
Maine,15,2010-01-31
Maryland,31,2010-01-31
Massachusetts,27,2010-01-31
Michigan,17,2010-01-31
Minnesota,26,2010-01-31
Mississippi,0,2010-01-31
Missouri,41,2010-01-31
Montana,64,2010-01-31
Nebraska,13,2010-01-31
Nevada,44,2010-01-31
New Hampshire,60,2010-01-31
New Jersey,21,2010-01-31
New Mexico,36,2010-01-31
New York,26,2010-01-31
North Carolina,44,2010-01-31
North Dakota,0,2010-01-31
Ohio,26,2010-01-31
Oklahoma,49,2010-01-31
Oregon,59,2010-01-31
Pennsylvania,23,2010-01-31
Rhode Island,61,2010-01-31
South Carolina,0,2010-01-31
South Dakota,49,2010-01-31
Tennessee,23,2010-01-31
Texas,26,2010-01-31
Utah,9,2010-01-31
Vermont,16,2010-01-31
Virginia,16,2010-01-31
Washington,19,2010-01-31
West Virginia,0,2010-01-31
Wisconsin,35,2010-01-31
Wyoming,96,2010-01-31
Alabama,46,2010-02-28
Alaska,18,2010-02-28
Arizona,24,2010-02-28
Arkansas,31,2010-02-28
California,15,2010-02-28
Colorado,32,2010-02-28
Connecticut,22,2010-02-28
Delaware,0,2010-02-28
District of Columbia,22,2010-02-28
Florida,19,2010-02-28
Georgia,15,2010-02-28
Hawaii,0,2010-02-28
Idaho,16,2010-02-28
Illinois,24,2010-02-28
Indiana,21,2010-02-28
Iowa,0,2010-02-28
Kansas,50,2010-02-28
Kentucky,25,2010-02-28
Louisiana,26,2010-02-28
Maine,22,2010-02-28
Maryland,23,2010-02-28
Massachusetts,26,2010-02-28
Michigan,23,2010-02-28
Minnesota,20,2010-02-28
Mississippi,44,2010-02-28
Missouri,27,2010-02-28
Montana,100,2010-02-28
Nebraska,39,2010-02-28
Nevada,6,2010-02-28
New Hampshire,34,2010-02-28
New Jersey,36,2010-02-28
New Mexico,56,2010-02-28
New York,16,2010-02-28
North Carolina,27,2010-02-28
North Dakota,53,2010-02-28
Ohio,14,2010-02-28
Oklahoma,25,2010-02-28
Oregon,35,2010-02-28
Pennsylvania,19,2010-02-28
Rhode Island,58,2010-02-28
South Carolina,11,2010-02-28
South Dakota,19,2010-02-28
Tennessee,29,2010-02-28
Texas,22,2010-02-28
Utah,35,2010-02-28
Vermont,0,2010-02-28
Virginia,10,2010-02-28
Washington,13,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,15,2010-02-28
Wyoming,39,2010-02-28
Alabama,21,2010-03-31
Alaska,32,2010-03-31
Arizona,26,2010-03-31
Arkansas,94,2010-03-31
California,21,2010-03-31
Colorado,53,2010-03-31
Connecticut,68,2010-03-31
Delaware,52,2010-03-31
District of Columbia,45,2010-03-31
Florida,34,2010-03-31
Georgia,31,2010-03-31
Hawaii,99,2010-03-31
Idaho,88,2010-03-31
Illinois,36,2010-03-31
Indiana,0,2010-03-31
Iowa,45,2010-03-31
Kansas,67,2010-03-31
Kentucky,57,2010-03-31
Louisiana,20,2010-03-31
Maine,84,2010-03-31
Maryland,42,2010-03-31
Massachusetts,25,2010-03-31
Michigan,43,2010-03-31
Minnesota,42,2010-03-31
Mississippi,40,2010-03-31
Missouri,57,2010-03-31
Montana,46,2010-03-31
Nebraska,18,2010-03-31
Nevada,0,2010-03-31
New Hampshire,21,2010-03-31
New Jersey,39,2010-03-31
New Mexico,51,2010-03-31
New York,42,2010-03-31
North Carolina,34,2010-03-31
North Dakota,100,2010-03-31
Ohio,50,2010-03-31
Oklahoma,11,2010-03-31
Oregon,47,2010-03-31
Pennsylvania,42,2010-03-31
Rhode Island,22,2010-03-31
South Carolina,11,2010-03-31
South Dakota,35,2010-03-31
Tennessee,40,2010-03-31
Texas,34,2010-03-31
Utah,40,2010-03-31
Vermont,17,2010-03-31
Virginia,17,2010-03-31
Washington,30,2010-03-31
West Virginia,44,2010-03-31
Wisconsin,22,2010-03-31
Wyoming,0,2010-03-31
Alabama,29,2010-04-30
Alaska,46,2010-04-30
Arizona,49,2010-04-30
Arkansas,27,2010-04-30
California,33,2010-04-30
Colorado,57,2010-04-30
Connecticut,85,2010-04-30
Delaware,0,2010-04-30
District of Columbia,45,2010-04-30
Florida,43,2010-04-30
Georgia,58,2010-04-30
Hawaii,0,2010-04-30
Idaho,0,2010-04-30
Illinois,57,2010-04-30
Indiana,67,2010-04-30
Iowa,0,2010-04-30
Kansas,31,2010-04-30
Kentucky,13,2010-04-30
Louisiana,69,2010-04-30
Maine,0,2010-04-30
Maryland,22,2010-04-30
Massachusetts,32,2010-04-30
Michigan,27,2010-04-30
Minnesota,71,2010-04-30
Mississippi,0,2010-04-30
Missouri,37,2010-04-30
Montana,0,2010-04-30
Nebraska,0,2010-04-30
Nevada,33,2010-04-30
New Hampshire,58,2010-04-30
New Jersey,42,2010-04-30
New Mexico,75,2010-04-30
New York,52,2010-04-30
North Carolina,51,2010-04-30
North Dakota,0,2010-04-30
Ohio,33,2010-04-30
Oklahoma,33,2010-04-30
Oregon,37,2010-04-30
Pennsylvania,70,2010-04-30
Rhode Island,30,2010-04-30
South Carolina,44,2010-04-30
South Dakota,0,2010-04-30
Tennessee,18,2010-04-30
Texas,36,2010-04-30
Utah,38,2010-04-30
Vermont,24,2010-04-30
Virginia,21,2010-04-30
Washington,45,2010-04-30
West Virginia,0,2010-04-30
Wisconsin,38,2010-04-30
Wyoming,100,2010-04-30
Alabama,55,2010-05-31
Alaska,33,2010-05-31
Arizona,35,2010-05-31
Arkansas,42,2010-05-31
California,17,2010-05-31
Colorado,14,2010-05-31
Connecticut,63,2010-05-31
Delaware,58,2010-05-31
District of Columbia,16,2010-05-31
Florida,27,2010-05-31
Georgia,33,2010-05-31
Hawaii,61,2010-05-31
Idaho,100,2010-05-31
Illinois,30,2010-05-31
Indiana,27,2010-05-31
Iowa,0,2010-05-31
Kansas,59,2010-05-31
Kentucky,20,2010-05-31
Louisiana,10,2010-05-31
Maine,0,2010-05-31
Maryland,11,2010-05-31
Massachusetts,25,2010-05-31
Michigan,29,2010-05-31
Minnesota,32,2010-05-31
Mississippi,0,2010-05-31
Missouri,36,2010-05-31
Montana,0,2010-05-31
Nebraska,21,2010-05-31
Nevada,12,2010-05-31
New Hampshire,0,2010-05-31
New Jersey,21,2010-05-31
New Mexico,57,2010-05-31
New York,30,2010-05-31
North Carolina,21,2010-05-31
North Dakota,0,2010-05-31
Ohio,42,2010-05-31
Oklahoma,25,2010-05-31
Oregon,55,2010-05-31
Pennsylvania,17,2010-05-31
Rhode Island,24,2010-05-31
South Carolina,0,2010-05-31
South Dakota,0,2010-05-31
Tennessee,74,2010-05-31
Texas,28,2010-05-31
Utah,29,2010-05-31
Vermont,0,2010-05-31
Virginia,13,2010-05-31
Washington,17,2010-05-31
West Virginia,50,2010-05-31
Wisconsin,41,2010-05-31
Wyoming,0,2010-05-31
Alabama,0,2010-06-30
Alaska,100,2010-06-30
Arizona,23,2010-06-30
Arkansas,0,2010-06-30
California,22,2010-06-30
Colorado,29,2010-06-30
Connecticut,23,2010-06-30
Delaware,62,2010-06-30
District of Columbia,30,2010-06-30
Florida,29,2010-06-30
Georgia,37,2010-06-30
Hawaii,0,2010-06-30
Idaho,0,2010-06-30
Illinois,25,2010-06-30
Indiana,19,2010-06-30
Iowa,59,2010-06-30
Kansas,36,2010-06-30
Kentucky,31,2010-06-30
Louisiana,54,2010-06-30
Maine,75,2010-06-30
Maryland,23,2010-06-30
Massachusetts,23,2010-06-30
Michigan,18,2010-06-30
Minnesota,20,2010-06-30
Mississippi,0,2010-06-30
Missouri,29,2010-06-30
Montana,0,2010-06-30
Nebraska,44,2010-06-30
Nevada,38,2010-06-30
New Hampshire,0,2010-06-30
New Jersey,38,2010-06-30
New Mexico,91,2010-06-30
New York,35,2010-06-30
North Carolina,51,2010-06-30
North Dakota,64,2010-06-30
Ohio,29,2010-06-30
Oklahoma,25,2010-06-30
Oregon,31,2010-06-30
Pennsylvania,24,2010-06-30
Rhode Island,51,2010-06-30
South Carolina,35,2010-06-30
South Dakota,0,2010-06-30
Tennessee,14,2010-06-30
Texas,17,2010-06-30
Utah,0,2010-06-30
Vermont,14,2010-06-30
Virginia,16,2010-06-30
Washington,37,2010-06-30
West Virginia,0,2010-06-30
Wisconsin,19,2010-06-30
Wyoming,0,2010-06-30
Alabama,9,2010-07-31
Alaska,0,2010-07-31
Arizona,11,2010-07-31
Arkansas,54,2010-07-31
California,10,2010-07-31
Colorado,8,2010-07-31
Connecticut,75,2010-07-31
Delaware,51,2010-07-31
District of Columbia,36,2010-07-31
Florida,25,2010-07-31
Georgia,18,2010-07-31
Hawaii,100,2010-07-31
Idaho,0,2010-07-31
Illinois,23,2010-07-31
Indiana,15,2010-07-31
Iowa,0,2010-07-31
Kansas,30,2010-07-31
Kentucky,16,2010-07-31
Louisiana,18,2010-07-31
Maine,21,2010-07-31
Maryland,34,2010-07-31
Massachusetts,22,2010-07-31
Michigan,22,2010-07-31
Minnesota,25,2010-07-31
Mississippi,16,2010-07-31
Missouri,17,2010-07-31
Montana,92,2010-07-31
Nebraska,17,2010-07-31
Nevada,10,2010-07-31
New Hampshire,0,2010-07-31
New Jersey,21,2010-07-31
New Mexico,25,2010-07-31
New York,30,2010-07-31
North Carolina,27,2010-07-31
North Dakota,0,2010-07-31
Ohio,22,2010-07-31
Oklahoma,30,2010-07-31
Oregon,51,2010-07-31
Pennsylvania,34,2010-07-31
Rhode Island,21,2010-07-31
South Carolina,47,2010-07-31
South Dakota,0,2010-07-31
Tennessee,23,2010-07-31
Texas,19,2010-07-31
Utah,12,2010-07-31
Vermont,0,2010-07-31
Virginia,13,2010-07-31
Washington,36,2010-07-31
West Virginia,0,2010-07-31
Wisconsin,26,2010-07-31
Wyoming,0,2010-07-31
Alabama,16,2010-08-31
Alaska,0,2010-08-31
Arizona,27,2010-08-31
Arkansas,32,2010-08-31
California,11,2010-08-31
Colorado,11,2010-08-31
Connecticut,22,2010-08-31
Delaware,43,2010-08-31
District of Columbia,10,2010-08-31
Florida,6,2010-08-31
Georgia,25,2010-08-31
Hawaii,30,2010-08-31
Idaho,23,2010-08-31
Illinois,15,2010-08-31
Indiana,25,2010-08-31
Iowa,0,2010-08-31
Kansas,27,2010-08-31
Kentucky,0,2010-08-31
Louisiana,0,2010-08-31
Maine,37,2010-08-31
Maryland,17,2010-08-31
Massachusetts,21,2010-08-31
Michigan,35,2010-08-31
Minnesota,15,2010-08-31
Mississippi,0,2010-08-31
Missouri,28,2010-08-31
Montana,81,2010-08-31
Nebraska,15,2010-08-31
Nevada,10,2010-08-31
New Hampshire,34,2010-08-31
New Jersey,22,2010-08-31
New Mexico,0,2010-08-31
New York,21,2010-08-31
North Carolina,13,2010-08-31
North Dakota,0,2010-08-31
Ohio,13,2010-08-31
Oklahoma,0,2010-08-31
Oregon,6,2010-08-31
Pennsylvania,23,2010-08-31
Rhode Island,17,2010-08-31
South Carolina,0,2010-08-31
South Dakota,0,2010-08-31
Tennessee,20,2010-08-31
Texas,14,2010-08-31
Utah,0,2010-08-31
Vermont,0,2010-08-31
Virginia,8,2010-08-31
Washington,23,2010-08-31
West Virginia,36,2010-08-31
Wisconsin,5,2010-08-31
Wyoming,100,2010-08-31
Alabama,0,2010-09-30
Alaska,0,2010-09-30
Arizona,13,2010-09-30
Arkansas,40,2010-09-30
California,9,2010-09-30
Colorado,13,2010-09-30
Connecticut,25,2010-09-30
Delaware,100,2010-09-30
District of Columbia,19,2010-09-30
Florida,8,2010-09-30
Georgia,13,2010-09-30
Hawaii,18,2010-09-30
Idaho,0,2010-09-30
Illinois,11,2010-09-30
Indiana,22,2010-09-30
Iowa,0,2010-09-30
Kansas,33,2010-09-30
Kentucky,0,2010-09-30
Louisiana,10,2010-09-30
Maine,22,2010-09-30
Maryland,15,2010-09-30
Massachusetts,18,2010-09-30
Michigan,41,2010-09-30
Minnesota,27,2010-09-30
Mississippi,18,2010-09-30
Missouri,19,2010-09-30
Montana,49,2010-09-30
Nebraska,37,2010-09-30
Nevada,23,2010-09-30
New Hampshire,0,2010-09-30
New Jersey,17,2010-09-30
New Mexico,53,2010-09-30
New York,22,2010-09-30
North Carolina,18,2010-09-30
North Dakota,47,2010-09-30
Ohio,28,2010-09-30
Oklahoma,45,2010-09-30
Oregon,7,2010-09-30
Pennsylvania,22,2010-09-30
Rhode Island,0,2010-09-30
South Carolina,31,2010-09-30
South Dakota,0,2010-09-30
Tennessee,25,2010-09-30
Texas,14,2010-09-30
Utah,25,2010-09-30
Vermont,0,2010-09-30
Virginia,10,2010-09-30
Washington,23,2010-09-30
West Virginia,45,2010-09-30
Wisconsin,5,2010-09-30
Wyoming,48,2010-09-30
Alabama,50,2010-10-31
Alaska,98,2010-10-31
Arizona,21,2010-10-31
Arkansas,0,2010-10-31
California,20,2010-10-31
Colorado,28,2010-10-31
Connecticut,85,2010-10-31
Delaware,84,2010-10-31
District of Columbia,62,2010-10-31
Florida,17,2010-10-31
Georgia,21,2010-10-31
Hawaii,30,2010-10-31
Idaho,0,2010-10-31
Illinois,22,2010-10-31
Indiana,25,2010-10-31
Iowa,0,2010-10-31
Kansas,18,2010-10-31
Kentucky,14,2010-10-31
Louisiana,16,2010-10-31
Maine,35,2010-10-31
Maryland,26,2010-10-31
Massachusetts,39,2010-10-31
Michigan,18,2010-10-31
Minnesota,29,2010-10-31
Mississippi,29,2010-10-31
Missouri,24,2010-10-31
Montana,0,2010-10-31
Nebraska,29,2010-10-31
Nevada,19,2010-10-31
New Hampshire,33,2010-10-31
New Jersey,33,2010-10-31
New Mexico,0,2010-10-31
New York,35,2010-10-31
North Carolina,30,2010-10-31
North Dakota,0,2010-10-31
Ohio,42,2010-10-31
Oklahoma,37,2010-10-31
Oregon,42,2010-10-31
Pennsylvania,55,2010-10-31
Rhode Island,100,2010-10-31
South Carolina,0,2010-10-31
South Dakota,0,2010-10-31
Tennessee,10,2010-10-31
Texas,33,2010-10-31
Utah,20,2010-10-31
Vermont,0,2010-10-31
Virginia,15,2010-10-31
Washington,34,2010-10-31
West Virginia,0,2010-10-31
Wisconsin,53,2010-10-31
Wyoming,0,2010-10-31
Alabama,23,2010-11-30
Alaska,0,2010-11-30
Arizona,9,2010-11-30
Arkansas,0,2010-11-30
California,11,2010-11-30
Colorado,18,2010-11-30
Connecticut,34,2010-11-30
Delaware,0,2010-11-30
District of Columbia,12,2010-11-30
Florida,16,2010-11-30
Georgia,14,2010-11-30
Hawaii,19,2010-11-30
Idaho,0,2010-11-30
Illinois,24,2010-11-30
Indiana,8,2010-11-30
Iowa,0,2010-11-30
Kansas,36,2010-11-30
Kentucky,0,2010-11-30
Louisiana,0,2010-11-30
Maine,23,2010-11-30
Maryland,22,2010-11-30
Massachusetts,13,2010-11-30
Michigan,16,2010-11-30
Minnesota,14,2010-11-30
Mississippi,19,2010-11-30
Missouri,20,2010-11-30
Montana,100,2010-11-30
Nebraska,19,2010-11-30
Nevada,12,2010-11-30
New Hampshire,22,2010-11-30
New Jersey,26,2010-11-30
New Mexico,0,2010-11-30
New York,25,2010-11-30
North Carolina,7,2010-11-30
North Dakota,0,2010-11-30
Ohio,19,2010-11-30
Oklahoma,37,2010-11-30
Oregon,7,2010-11-30
Pennsylvania,31,2010-11-30
Rhode Island,0,2010-11-30
South Carolina,60,2010-11-30
South Dakota,0,2010-11-30
Tennessee,20,2010-11-30
Texas,23,2010-11-30
Utah,26,2010-11-30
Vermont,23,2010-11-30
Virginia,10,2010-11-30
Washington,19,2010-11-30
West Virginia,52,2010-11-30
Wisconsin,12,2010-11-30
Wyoming,0,2010-11-30
Alabama,30,2010-12-31
Alaska,0,2010-12-31
Arizona,47,2010-12-31
Arkansas,57,2010-12-31
California,29,2010-12-31
Colorado,30,2010-12-31
Connecticut,81,2010-12-31
Delaware,61,2010-12-31
District of Columbia,13,2010-12-31
Florida,23,2010-12-31
Georgia,29,2010-12-31
Hawaii,100,2010-12-31
Idaho,58,2010-12-31
Illinois,23,2010-12-31
Indiana,5,2010-12-31
Iowa,27,2010-12-31
Kansas,37,2010-12-31
Kentucky,38,2010-12-31
Louisiana,31,2010-12-31
Maine,57,2010-12-31
Maryland,33,2010-12-31
Massachusetts,40,2010-12-31
Michigan,45,2010-12-31
Minnesota,41,2010-12-31
Mississippi,16,2010-12-31
Missouri,48,2010-12-31
Montana,30,2010-12-31
Nebraska,25,2010-12-31
Nevada,42,2010-12-31
New Hampshire,31,2010-12-31
New Jersey,38,2010-12-31
New Mexico,53,2010-12-31
New York,35,2010-12-31
North Carolina,39,2010-12-31
North Dakota,74,2010-12-31
Ohio,36,2010-12-31
Oklahoma,38,2010-12-31
Oregon,15,2010-12-31
Pennsylvania,41,2010-12-31
Rhode Island,61,2010-12-31
South Carolina,43,2010-12-31
South Dakota,72,2010-12-31
Tennessee,43,2010-12-31
Texas,31,2010-12-31
Utah,26,2010-12-31
Vermont,68,2010-12-31
Virginia,49,2010-12-31
Washington,33,2010-12-31
West Virginia,38,2010-12-31
Wisconsin,27,2010-12-31
Wyoming,0,2010-12-31
Alabama,34,2011-01-31
Alaska,0,2011-01-31
Arizona,35,2011-01-31
Arkansas,27,2011-01-31
California,21,2011-01-31
Colorado,26,2011-01-31
Connecticut,19,2011-01-31
Delaware,40,2011-01-31
District of Columbia,30,2011-01-31
Florida,23,2011-01-31
Georgia,16,2011-01-31
Hawaii,43,2011-01-31
Idaho,63,2011-01-31
Illinois,18,2011-01-31
Indiana,6,2011-01-31
Iowa,12,2011-01-31
Kansas,18,2011-01-31
Kentucky,10,2011-01-31
Louisiana,15,2011-01-31
Maine,12,2011-01-31
Maryland,25,2011-01-31
Massachusetts,15,2011-01-31
Michigan,17,2011-01-31
Minnesota,27,2011-01-31
Mississippi,20,2011-01-31
Missouri,17,2011-01-31
Montana,100,2011-01-31
Nebraska,8,2011-01-31
Nevada,7,2011-01-31
New Hampshire,31,2011-01-31
New Jersey,21,2011-01-31
New Mexico,33,2011-01-31
New York,14,2011-01-31
North Carolina,13,2011-01-31
North Dakota,0,2011-01-31
Ohio,19,2011-01-31
Oklahoma,31,2011-01-31
Oregon,14,2011-01-31
Pennsylvania,13,2011-01-31
Rhode Island,0,2011-01-31
South Carolina,33,2011-01-31
South Dakota,0,2011-01-31
Tennessee,9,2011-01-31
Texas,20,2011-01-31
Utah,23,2011-01-31
Vermont,0,2011-01-31
Virginia,18,2011-01-31
Washington,31,2011-01-31
West Virginia,24,2011-01-31
Wisconsin,18,2011-01-31
Wyoming,0,2011-01-31
Alabama,24,2011-02-28
Alaska,33,2011-02-28
Arizona,9,2011-02-28
Arkansas,30,2011-02-28
California,15,2011-02-28
Colorado,17,2011-02-28
Connecticut,16,2011-02-28
Delaware,0,2011-02-28
District of Columbia,13,2011-02-28
Florida,13,2011-02-28
Georgia,10,2011-02-28
Hawaii,26,2011-02-28
Idaho,51,2011-02-28
Illinois,15,2011-02-28
Indiana,16,2011-02-28
Iowa,18,2011-02-28
Kansas,40,2011-02-28
Kentucky,8,2011-02-28
Louisiana,17,2011-02-28
Maine,20,2011-02-28
Maryland,25,2011-02-28
Massachusetts,15,2011-02-28
Michigan,19,2011-02-28
Minnesota,16,2011-02-28
Mississippi,8,2011-02-28
Missouri,7,2011-02-28
Montana,0,2011-02-28
Nebraska,13,2011-02-28
Nevada,11,2011-02-28
New Hampshire,16,2011-02-28
New Jersey,19,2011-02-28
New Mexico,0,2011-02-28
New York,14,2011-02-28
North Carolina,13,2011-02-28
North Dakota,20,2011-02-28
Ohio,17,2011-02-28
Oklahoma,10,2011-02-28
Oregon,27,2011-02-28
Pennsylvania,24,2011-02-28
Rhode Island,32,2011-02-28
South Carolina,19,2011-02-28
South Dakota,19,2011-02-28
Tennessee,18,2011-02-28
Texas,14,2011-02-28
Utah,27,2011-02-28
Vermont,36,2011-02-28
Virginia,35,2011-02-28
Washington,17,2011-02-28
West Virginia,10,2011-02-28
Wisconsin,15,2011-02-28
Wyoming,100,2011-02-28
Alabama,31,2011-03-31
Alaska,24,2011-03-31
Arizona,16,2011-03-31
Arkansas,44,2011-03-31
California,22,2011-03-31
Colorado,22,2011-03-31
Connecticut,32,2011-03-31
Delaware,24,2011-03-31
District of Columbia,14,2011-03-31
Florida,24,2011-03-31
Georgia,16,2011-03-31
Hawaii,13,2011-03-31
Idaho,15,2011-03-31
Illinois,25,2011-03-31
Indiana,23,2011-03-31
Iowa,27,2011-03-31
Kansas,7,2011-03-31
Kentucky,25,2011-03-31
Louisiana,25,2011-03-31
Maine,45,2011-03-31
Maryland,15,2011-03-31
Massachusetts,27,2011-03-31
Michigan,32,2011-03-31
Minnesota,27,2011-03-31
Mississippi,38,2011-03-31
Missouri,39,2011-03-31
Montana,24,2011-03-31
Nebraska,21,2011-03-31
Nevada,25,2011-03-31
New Hampshire,50,2011-03-31
New Jersey,22,2011-03-31
New Mexico,13,2011-03-31
New York,20,2011-03-31
North Carolina,27,2011-03-31
North Dakota,29,2011-03-31
Ohio,23,2011-03-31
Oklahoma,30,2011-03-31
Oregon,24,2011-03-31
Pennsylvania,29,2011-03-31
Rhode Island,16,2011-03-31
South Carolina,29,2011-03-31
South Dakota,29,2011-03-31
Tennessee,27,2011-03-31
Texas,20,2011-03-31
Utah,20,2011-03-31
Vermont,27,2011-03-31
Virginia,28,2011-03-31
Washington,17,2011-03-31
West Virginia,47,2011-03-31
Wisconsin,18,2011-03-31
Wyoming,100,2011-03-31
Alabama,16,2011-04-30
Alaska,0,2011-04-30
Arizona,13,2011-04-30
Arkansas,7,2011-04-30
California,16,2011-04-30
Colorado,9,2011-04-30
Connecticut,24,2011-04-30
Delaware,46,2011-04-30
District of Columbia,12,2011-04-30
Florida,8,2011-04-30
Georgia,7,2011-04-30
Hawaii,17,2011-04-30
Idaho,49,2011-04-30
Illinois,16,2011-04-30
Indiana,16,2011-04-30
Iowa,22,2011-04-30
Kansas,24,2011-04-30
Kentucky,12,2011-04-30
Louisiana,16,2011-04-30
Maine,27,2011-04-30
Maryland,23,2011-04-30
Massachusetts,10,2011-04-30
Michigan,15,2011-04-30
Minnesota,15,2011-04-30
Mississippi,32,2011-04-30
Missouri,32,2011-04-30
Montana,63,2011-04-30
Nebraska,22,2011-04-30
Nevada,0,2011-04-30
New Hampshire,0,2011-04-30
New Jersey,14,2011-04-30
New Mexico,35,2011-04-30
New York,12,2011-04-30
North Carolina,7,2011-04-30
North Dakota,41,2011-04-30
Ohio,18,2011-04-30
Oklahoma,10,2011-04-30
Oregon,25,2011-04-30
Pennsylvania,14,2011-04-30
Rhode Island,0,2011-04-30
South Carolina,8,2011-04-30
South Dakota,0,2011-04-30
Tennessee,15,2011-04-30
Texas,9,2011-04-30
Utah,9,2011-04-30
Vermont,18,2011-04-30
Virginia,14,2011-04-30
Washington,14,2011-04-30
West Virginia,0,2011-04-30
Wisconsin,14,2011-04-30
Wyoming,100,2011-04-30
Alabama,28,2011-05-31
Alaska,0,2011-05-31
Arizona,53,2011-05-31
Arkansas,64,2011-05-31
California,38,2011-05-31
Colorado,48,2011-05-31
Connecticut,69,2011-05-31
Delaware,38,2011-05-31
District of Columbia,16,2011-05-31
Florida,24,2011-05-31
Georgia,30,2011-05-31
Hawaii,96,2011-05-31
Idaho,72,2011-05-31
Illinois,35,2011-05-31
Indiana,31,2011-05-31
Iowa,57,2011-05-31
Kansas,0,2011-05-31
Kentucky,68,2011-05-31
Louisiana,68,2011-05-31
Maine,44,2011-05-31
Maryland,39,2011-05-31
Massachusetts,58,2011-05-31
Michigan,22,2011-05-31
Minnesota,30,2011-05-31
Mississippi,53,2011-05-31
Missouri,37,2011-05-31
Montana,77,2011-05-31
Nebraska,0,2011-05-31
Nevada,12,2011-05-31
New Hampshire,92,2011-05-31
New Jersey,33,2011-05-31
New Mexico,0,2011-05-31
New York,27,2011-05-31
North Carolina,36,2011-05-31
North Dakota,49,2011-05-31
Ohio,30,2011-05-31
Oklahoma,92,2011-05-31
Oregon,42,2011-05-31
Pennsylvania,61,2011-05-31
Rhode Island,100,2011-05-31
South Carolina,42,2011-05-31
South Dakota,52,2011-05-31
Tennessee,40,2011-05-31
Texas,22,2011-05-31
Utah,54,2011-05-31
Vermont,43,2011-05-31
Virginia,33,2011-05-31
Washington,40,2011-05-31
West Virginia,57,2011-05-31
Wisconsin,49,2011-05-31
Wyoming,86,2011-05-31
Alabama,6,2011-06-30
Alaska,0,2011-06-30
Arizona,28,2011-06-30
Arkansas,22,2011-06-30
California,22,2011-06-30
Colorado,33,2011-06-30
Connecticut,26,2011-06-30
Delaware,23,2011-06-30
District of Columbia,42,2011-06-30
Florida,16,2011-06-30
Georgia,26,2011-06-30
Hawaii,23,2011-06-30
Idaho,15,2011-06-30
Illinois,23,2011-06-30
Indiana,18,2011-06-30
Iowa,0,2011-06-30
Kansas,34,2011-06-30
Kentucky,28,2011-06-30
Louisiana,23,2011-06-30
Maine,27,2011-06-30
Maryland,24,2011-06-30
Massachusetts,33,2011-06-30
Michigan,34,2011-06-30
Minnesota,27,2011-06-30
Mississippi,22,2011-06-30
Missouri,35,2011-06-30
Montana,48,2011-06-30
Nebraska,51,2011-06-30
Nevada,29,2011-06-30
New Hampshire,11,2011-06-30
New Jersey,27,2011-06-30
New Mexico,36,2011-06-30
New York,17,2011-06-30
North Carolina,37,2011-06-30
North Dakota,93,2011-06-30
Ohio,18,2011-06-30
Oklahoma,27,2011-06-30
Oregon,52,2011-06-30
Pennsylvania,31,2011-06-30
Rhode Island,59,2011-06-30
South Carolina,29,2011-06-30
South Dakota,0,2011-06-30
Tennessee,24,2011-06-30
Texas,16,2011-06-30
Utah,7,2011-06-30
Vermont,26,2011-06-30
Virginia,31,2011-06-30
Washington,27,2011-06-30
West Virginia,34,2011-06-30
Wisconsin,22,2011-06-30
Wyoming,100,2011-06-30
Alabama,28,2011-07-31
