geoName,Rent,year
Pennsylvania,53,2010-08-31
Rhode Island,53,2010-08-31
South Carolina,66,2010-08-31
South Dakota,50,2010-08-31
Tennessee,65,2010-08-31
Texas,60,2010-08-31
Utah,66,2010-08-31
Vermont,59,2010-08-31
Virginia,32,2010-08-31
Washington,74,2010-08-31
West Virginia,41,2010-08-31
Wisconsin,51,2010-08-31
Wyoming,89,2010-08-31
Alabama,59,2010-09-30
Alaska,55,2010-09-30
Arizona,90,2010-09-30
Arkansas,73,2010-09-30
California,44,2010-09-30
Colorado,64,2010-09-30
Connecticut,63,2010-09-30
Delaware,83,2010-09-30
District of Columbia,70,2010-09-30
Florida,100,2010-09-30
Georgia,68,2010-09-30
Hawaii,83,2010-09-30
Idaho,55,2010-09-30
Illinois,73,2010-09-30
Indiana,62,2010-09-30
Iowa,31,2010-09-30
Kansas,66,2010-09-30
Kentucky,73,2010-09-30
Louisiana,59,2010-09-30
Maine,46,2010-09-30
Maryland,82,2010-09-30
Massachusetts,55,2010-09-30
Michigan,66,2010-09-30
Minnesota,51,2010-09-30
Mississippi,69,2010-09-30
Missouri,75,2010-09-30
Montana,37,2010-09-30
Nebraska,67,2010-09-30
Nevada,94,2010-09-30
New Hampshire,51,2010-09-30
New Jersey,68,2010-09-30
New Mexico,84,2010-09-30
New York,60,2010-09-30
North Carolina,81,2010-09-30
North Dakota,50,2010-09-30
Ohio,63,2010-09-30
Oklahoma,72,2010-09-30
Oregon,43,2010-09-30
Pennsylvania,62,2010-09-30
Rhode Island,37,2010-09-30
South Carolina,79,2010-09-30
South Dakota,41,2010-09-30
Tennessee,69,2010-09-30
Texas,63,2010-09-30
Utah,59,2010-09-30
Vermont,38,2010-09-30
Virginia,37,2010-09-30
Washington,62,2010-09-30
West Virginia,88,2010-09-30
Wisconsin,59,2010-09-30
Wyoming,80,2010-09-30
Alabama,100,2010-10-31
Alaska,51,2010-10-31
Arizona,94,2010-10-31
Arkansas,63,2010-10-31
California,42,2010-10-31
Colorado,90,2010-10-31
Connecticut,49,2010-10-31
Delaware,24,2010-10-31
District of Columbia,64,2010-10-31
Florida,100,2010-10-31
Georgia,76,2010-10-31
Hawaii,51,2010-10-31
Idaho,82,2010-10-31
Illinois,62,2010-10-31
Indiana,49,2010-10-31
Iowa,34,2010-10-31
Kansas,51,2010-10-31
Kentucky,67,2010-10-31
Louisiana,67,2010-10-31
Maine,37,2010-10-31
Maryland,81,2010-10-31
Massachusetts,46,2010-10-31
Michigan,80,2010-10-31
Minnesota,58,2010-10-31
Mississippi,73,2010-10-31
Missouri,66,2010-10-31
Montana,29,2010-10-31
Nebraska,50,2010-10-31
Nevada,78,2010-10-31
New Hampshire,72,2010-10-31
New Jersey,61,2010-10-31
New Mexico,51,2010-10-31
New York,53,2010-10-31
North Carolina,82,2010-10-31
North Dakota,29,2010-10-31
Ohio,54,2010-10-31
Oklahoma,65,2010-10-31
Oregon,53,2010-10-31
Pennsylvania,54,2010-10-31
Rhode Island,51,2010-10-31
South Carolina,82,2010-10-31
South Dakota,46,2010-10-31
Tennessee,70,2010-10-31
Texas,66,2010-10-31
Utah,43,2010-10-31
Vermont,44,2010-10-31
Virginia,39,2010-10-31
Washington,54,2010-10-31
West Virginia,83,2010-10-31
Wisconsin,42,2010-10-31
Wyoming,96,2010-10-31
Alabama,65,2010-11-30
Alaska,64,2010-11-30
Arizona,77,2010-11-30
Arkansas,74,2010-11-30
California,37,2010-11-30
Colorado,65,2010-11-30
Connecticut,54,2010-11-30
Delaware,61,2010-11-30
District of Columbia,73,2010-11-30
Florida,100,2010-11-30
Georgia,73,2010-11-30
Hawaii,51,2010-11-30
Idaho,90,2010-11-30
Illinois,50,2010-11-30
Indiana,58,2010-11-30
Iowa,26,2010-11-30
Kansas,67,2010-11-30
Kentucky,51,2010-11-30
Louisiana,52,2010-11-30
Maine,49,2010-11-30
Maryland,74,2010-11-30
Massachusetts,43,2010-11-30
Michigan,68,2010-11-30
Minnesota,58,2010-11-30
Mississippi,91,2010-11-30
Missouri,61,2010-11-30
Montana,35,2010-11-30
Nebraska,45,2010-11-30
Nevada,87,2010-11-30
New Hampshire,34,2010-11-30
New Jersey,59,2010-11-30
New Mexico,59,2010-11-30
New York,47,2010-11-30
North Carolina,64,2010-11-30
North Dakota,49,2010-11-30
Ohio,56,2010-11-30
Oklahoma,76,2010-11-30
Oregon,47,2010-11-30
Pennsylvania,56,2010-11-30
Rhode Island,54,2010-11-30
South Carolina,85,2010-11-30
South Dakota,39,2010-11-30
Tennessee,54,2010-11-30
Texas,57,2010-11-30
Utah,58,2010-11-30
Vermont,33,2010-11-30
Virginia,31,2010-11-30
Washington,56,2010-11-30
West Virginia,66,2010-11-30
Wisconsin,49,2010-11-30
Wyoming,67,2010-11-30
Alabama,72,2010-12-31
Alaska,40,2010-12-31
Arizona,79,2010-12-31
Arkansas,73,2010-12-31
California,59,2010-12-31
Colorado,64,2010-12-31
Connecticut,57,2010-12-31
Delaware,60,2010-12-31
District of Columbia,56,2010-12-31
Florida,92,2010-12-31
Georgia,77,2010-12-31
Hawaii,42,2010-12-31
Idaho,69,2010-12-31
Illinois,58,2010-12-31
Indiana,60,2010-12-31
Iowa,28,2010-12-31
Kansas,60,2010-12-31
Kentucky,60,2010-12-31
Louisiana,66,2010-12-31
Maine,36,2010-12-31
Maryland,62,2010-12-31
Massachusetts,41,2010-12-31
Michigan,69,2010-12-31
Minnesota,57,2010-12-31
Mississippi,80,2010-12-31
Missouri,67,2010-12-31
Montana,54,2010-12-31
Nebraska,37,2010-12-31
Nevada,100,2010-12-31
New Hampshire,33,2010-12-31
New Jersey,55,2010-12-31
New Mexico,79,2010-12-31
New York,46,2010-12-31
North Carolina,69,2010-12-31
North Dakota,37,2010-12-31
Ohio,60,2010-12-31
Oklahoma,69,2010-12-31
Oregon,48,2010-12-31
Pennsylvania,54,2010-12-31
Rhode Island,40,2010-12-31
South Carolina,84,2010-12-31
South Dakota,64,2010-12-31
Tennessee,63,2010-12-31
Texas,60,2010-12-31
Utah,64,2010-12-31
Vermont,41,2010-12-31
Virginia,63,2010-12-31
Washington,42,2010-12-31
West Virginia,45,2010-12-31
Wisconsin,53,2010-12-31
Wyoming,51,2010-12-31
Alabama,82,2011-01-31
Alaska,30,2011-01-31
Arizona,81,2011-01-31
Arkansas,65,2011-01-31
California,59,2011-01-31
Colorado,68,2011-01-31
Connecticut,51,2011-01-31
Delaware,53,2011-01-31
District of Columbia,52,2011-01-31
Florida,96,2011-01-31
Georgia,77,2011-01-31
Hawaii,40,2011-01-31
Idaho,56,2011-01-31
Illinois,58,2011-01-31
Indiana,61,2011-01-31
Iowa,46,2011-01-31
Kansas,60,2011-01-31
Kentucky,57,2011-01-31
Louisiana,52,2011-01-31
Maine,47,2011-01-31
Maryland,62,2011-01-31
Massachusetts,48,2011-01-31
Michigan,72,2011-01-31
Minnesota,59,2011-01-31
Mississippi,61,2011-01-31
Missouri,64,2011-01-31
Montana,64,2011-01-31
Nebraska,41,2011-01-31
Nevada,100,2011-01-31
New Hampshire,46,2011-01-31
New Jersey,57,2011-01-31
New Mexico,70,2011-01-31
New York,50,2011-01-31
North Carolina,76,2011-01-31
North Dakota,51,2011-01-31
Ohio,61,2011-01-31
Oklahoma,60,2011-01-31
Oregon,55,2011-01-31
Pennsylvania,57,2011-01-31
Rhode Island,45,2011-01-31
South Carolina,87,2011-01-31
South Dakota,50,2011-01-31
Tennessee,70,2011-01-31
Texas,64,2011-01-31
Utah,63,2011-01-31
Vermont,52,2011-01-31
Virginia,70,2011-01-31
Washington,51,2011-01-31
West Virginia,54,2011-01-31
Wisconsin,53,2011-01-31
Wyoming,53,2011-01-31
Alabama,73,2011-02-28
Alaska,32,2011-02-28
Arizona,89,2011-02-28
Arkansas,80,2011-02-28
California,64,2011-02-28
Colorado,75,2011-02-28
Connecticut,56,2011-02-28
Delaware,53,2011-02-28
District of Columbia,65,2011-02-28
Florida,100,2011-02-28
Georgia,74,2011-02-28
Hawaii,36,2011-02-28
Idaho,68,2011-02-28
Illinois,74,2011-02-28
Indiana,66,2011-02-28
Iowa,48,2011-02-28
Kansas,68,2011-02-28
Kentucky,67,2011-02-28
Louisiana,62,2011-02-28
Maine,43,2011-02-28
Maryland,64,2011-02-28
Massachusetts,46,2011-02-28
Michigan,65,2011-02-28
Minnesota,64,2011-02-28
Mississippi,82,2011-02-28
Missouri,72,2011-02-28
Montana,47,2011-02-28
Nebraska,46,2011-02-28
Nevada,79,2011-02-28
New Hampshire,53,2011-02-28
New Jersey,51,2011-02-28
New Mexico,68,2011-02-28
New York,51,2011-02-28
North Carolina,76,2011-02-28
North Dakota,76,2011-02-28
Ohio,66,2011-02-28
Oklahoma,66,2011-02-28
Oregon,56,2011-02-28
Pennsylvania,53,2011-02-28
Rhode Island,50,2011-02-28
South Carolina,88,2011-02-28
South Dakota,66,2011-02-28
Tennessee,77,2011-02-28
Texas,64,2011-02-28
Utah,55,2011-02-28
Vermont,38,2011-02-28
Virginia,70,2011-02-28
Washington,50,2011-02-28
West Virginia,60,2011-02-28
Wisconsin,53,2011-02-28
Wyoming,74,2011-02-28
Alabama,68,2011-03-31
Alaska,42,2011-03-31
Arizona,81,2011-03-31
Arkansas,58,2011-03-31
California,65,2011-03-31
Colorado,77,2011-03-31
Connecticut,70,2011-03-31
Delaware,78,2011-03-31
District of Columbia,65,2011-03-31
Florida,100,2011-03-31
Georgia,88,2011-03-31
Hawaii,48,2011-03-31
Idaho,83,2011-03-31
Illinois,66,2011-03-31
Indiana,54,2011-03-31
Iowa,48,2011-03-31
Kansas,61,2011-03-31
Kentucky,66,2011-03-31
Louisiana,70,2011-03-31
Maine,47,2011-03-31
Maryland,65,2011-03-31
Massachusetts,46,2011-03-31
Michigan,65,2011-03-31
Minnesota,63,2011-03-31
Mississippi,73,2011-03-31
Missouri,71,2011-03-31
Montana,53,2011-03-31
Nebraska,39,2011-03-31
Nevada,79,2011-03-31
New Hampshire,38,2011-03-31
New Jersey,61,2011-03-31
New Mexico,50,2011-03-31
New York,53,2011-03-31
North Carolina,72,2011-03-31
North Dakota,65,2011-03-31
Ohio,70,2011-03-31
Oklahoma,69,2011-03-31
Oregon,49,2011-03-31
Pennsylvania,56,2011-03-31
Rhode Island,48,2011-03-31
South Carolina,70,2011-03-31
South Dakota,47,2011-03-31
Tennessee,71,2011-03-31
Texas,69,2011-03-31
Utah,53,2011-03-31
Vermont,33,2011-03-31
Virginia,77,2011-03-31
Washington,60,2011-03-31
West Virginia,36,2011-03-31
Wisconsin,60,2011-03-31
Wyoming,59,2011-03-31
Alabama,64,2011-04-30
Alaska,46,2011-04-30
Arizona,80,2011-04-30
Arkansas,80,2011-04-30
California,62,2011-04-30
Colorado,70,2011-04-30
Connecticut,63,2011-04-30
Delaware,46,2011-04-30
District of Columbia,59,2011-04-30
Florida,100,2011-04-30
Georgia,83,2011-04-30
Hawaii,58,2011-04-30
Idaho,55,2011-04-30
Illinois,65,2011-04-30
Indiana,56,2011-04-30
Iowa,47,2011-04-30
Kansas,59,2011-04-30
Kentucky,61,2011-04-30
Louisiana,72,2011-04-30
Maine,50,2011-04-30
Maryland,65,2011-04-30
Massachusetts,55,2011-04-30
Michigan,64,2011-04-30
Minnesota,52,2011-04-30
Mississippi,67,2011-04-30
Missouri,65,2011-04-30
Montana,68,2011-04-30
Nebraska,39,2011-04-30
Nevada,95,2011-04-30
New Hampshire,36,2011-04-30
New Jersey,61,2011-04-30
New Mexico,60,2011-04-30
New York,49,2011-04-30
North Carolina,79,2011-04-30
North Dakota,58,2011-04-30
Ohio,71,2011-04-30
Oklahoma,59,2011-04-30
Oregon,43,2011-04-30
Pennsylvania,51,2011-04-30
Rhode Island,69,2011-04-30
South Carolina,81,2011-04-30
South Dakota,77,2011-04-30
Tennessee,68,2011-04-30
Texas,67,2011-04-30
Utah,61,2011-04-30
Vermont,42,2011-04-30
Virginia,76,2011-04-30
Washington,53,2011-04-30
West Virginia,64,2011-04-30
Wisconsin,51,2011-04-30
Wyoming,90,2011-04-30
Alabama,80,2011-05-31
Alaska,48,2011-05-31
Arizona,97,2011-05-31
Arkansas,83,2011-05-31
California,64,2011-05-31
Colorado,77,2011-05-31
Connecticut,60,2011-05-31
Delaware,56,2011-05-31
District of Columbia,62,2011-05-31
Florida,100,2011-05-31
Georgia,92,2011-05-31
Hawaii,54,2011-05-31
Idaho,60,2011-05-31
Illinois,62,2011-05-31
Indiana,78,2011-05-31
Iowa,44,2011-05-31
Kansas,69,2011-05-31
Kentucky,74,2011-05-31
Louisiana,70,2011-05-31
Maine,39,2011-05-31
Maryland,72,2011-05-31
Massachusetts,51,2011-05-31
Michigan,86,2011-05-31
Minnesota,59,2011-05-31
Mississippi,79,2011-05-31
Missouri,68,2011-05-31
Montana,51,2011-05-31
Nebraska,53,2011-05-31
Nevada,98,2011-05-31
New Hampshire,51,2011-05-31
New Jersey,51,2011-05-31
New Mexico,96,2011-05-31
New York,55,2011-05-31
North Carolina,78,2011-05-31
North Dakota,64,2011-05-31
Ohio,75,2011-05-31
Oklahoma,71,2011-05-31
Oregon,42,2011-05-31
Pennsylvania,53,2011-05-31
Rhode Island,57,2011-05-31
South Carolina,89,2011-05-31
South Dakota,45,2011-05-31
Tennessee,73,2011-05-31
Texas,73,2011-05-31
Utah,58,2011-05-31
Vermont,47,2011-05-31
Virginia,68,2011-05-31
Washington,55,2011-05-31
West Virginia,60,2011-05-31
Wisconsin,52,2011-05-31
Wyoming,31,2011-05-31
Alabama,72,2011-06-30
Alaska,53,2011-06-30
Arizona,94,2011-06-30
Arkansas,79,2011-06-30
California,66,2011-06-30
Colorado,80,2011-06-30
Connecticut,54,2011-06-30
Delaware,71,2011-06-30
District of Columbia,50,2011-06-30
Florida,94,2011-06-30
Georgia,94,2011-06-30
Hawaii,46,2011-06-30
Idaho,98,2011-06-30
Illinois,70,2011-06-30
Indiana,75,2011-06-30
Iowa,52,2011-06-30
Kansas,69,2011-06-30
Kentucky,68,2011-06-30
Louisiana,59,2011-06-30
Maine,53,2011-06-30
Maryland,70,2011-06-30
Massachusetts,58,2011-06-30
Michigan,81,2011-06-30
Minnesota,61,2011-06-30
Mississippi,74,2011-06-30
Missouri,76,2011-06-30
Montana,75,2011-06-30
Nebraska,56,2011-06-30
Nevada,100,2011-06-30
New Hampshire,51,2011-06-30
New Jersey,59,2011-06-30
New Mexico,77,2011-06-30
New York,53,2011-06-30
North Carolina,78,2011-06-30
North Dakota,52,2011-06-30
Ohio,71,2011-06-30
Oklahoma,83,2011-06-30
Oregon,52,2011-06-30
Pennsylvania,56,2011-06-30
Rhode Island,68,2011-06-30
South Carolina,84,2011-06-30
South Dakota,80,2011-06-30
Tennessee,78,2011-06-30
Texas,72,2011-06-30
Utah,51,2011-06-30
Vermont,47,2011-06-30
Virginia,81,2011-06-30
Washington,54,2011-06-30
West Virginia,58,2011-06-30
Wisconsin,62,2011-06-30
Wyoming,88,2011-06-30
Alabama,72,2011-07-31
Alaska,48,2011-07-31
Arizona,91,2011-07-31
Arkansas,89,2011-07-31
California,76,2011-07-31
Colorado,85,2011-07-31
Connecticut,62,2011-07-31
Delaware,45,2011-07-31
District of Columbia,64,2011-07-31
Florida,100,2011-07-31
Georgia,91,2011-07-31
Hawaii,57,2011-07-31
Idaho,97,2011-07-31
Illinois,74,2011-07-31
Indiana,77,2011-07-31
Iowa,62,2011-07-31
Kansas,84,2011-07-31
Kentucky,79,2011-07-31
Louisiana,67,2011-07-31
Maine,70,2011-07-31
Maryland,74,2011-07-31
Massachusetts,45,2011-07-31
Michigan,86,2011-07-31
Minnesota,67,2011-07-31
Mississippi,95,2011-07-31
Missouri,78,2011-07-31
Montana,63,2011-07-31
Nebraska,57,2011-07-31
Nevada,87,2011-07-31
New Hampshire,56,2011-07-31
New Jersey,75,2011-07-31
New Mexico,87,2011-07-31
New York,57,2011-07-31
North Carolina,84,2011-07-31
North Dakota,69,2011-07-31
Ohio,74,2011-07-31
Oklahoma,60,2011-07-31
Oregon,67,2011-07-31
Pennsylvania,68,2011-07-31
Rhode Island,48,2011-07-31
South Carolina,89,2011-07-31
South Dakota,78,2011-07-31
Tennessee,88,2011-07-31
Texas,74,2011-07-31
Utah,68,2011-07-31
Vermont,39,2011-07-31
Virginia,78,2011-07-31
Washington,71,2011-07-31
West Virginia,67,2011-07-31
Wisconsin,60,2011-07-31
Wyoming,68,2011-07-31
Alabama,59,2011-08-31
Alaska,55,2011-08-31
Arizona,87,2011-08-31
Arkansas,65,2011-08-31
California,72,2011-08-31
Colorado,65,2011-08-31
Connecticut,58,2011-08-31
Delaware,53,2011-08-31
District of Columbia,62,2011-08-31
Florida,100,2011-08-31
Georgia,83,2011-08-31
Hawaii,43,2011-08-31
Idaho,62,2011-08-31
Illinois,65,2011-08-31
Indiana,58,2011-08-31
Iowa,62,2011-08-31
Kansas,48,2011-08-31
Kentucky,61,2011-08-31
Louisiana,62,2011-08-31
Maine,57,2011-08-31
Maryland,61,2011-08-31
Massachusetts,52,2011-08-31
Michigan,68,2011-08-31
Minnesota,58,2011-08-31
Mississippi,69,2011-08-31
Missouri,67,2011-08-31
Montana,64,2011-08-31
Nebraska,46,2011-08-31
Nevada,87,2011-08-31
New Hampshire,44,2011-08-31
New Jersey,72,2011-08-31
New Mexico,77,2011-08-31
New York,54,2011-08-31
North Carolina,70,2011-08-31
North Dakota,37,2011-08-31
Ohio,72,2011-08-31
Oklahoma,76,2011-08-31
Oregon,57,2011-08-31
Pennsylvania,56,2011-08-31
Rhode Island,61,2011-08-31
South Carolina,85,2011-08-31
South Dakota,81,2011-08-31
Tennessee,79,2011-08-31
Texas,68,2011-08-31
Utah,53,2011-08-31
Vermont,25,2011-08-31
Virginia,80,2011-08-31
Washington,56,2011-08-31
West Virginia,55,2011-08-31
Wisconsin,54,2011-08-31
Wyoming,55,2011-08-31
Alabama,70,2011-09-30
Alaska,35,2011-09-30
Arizona,84,2011-09-30
Arkansas,64,2011-09-30
California,66,2011-09-30
Colorado,71,2011-09-30
Connecticut,71,2011-09-30
Delaware,61,2011-09-30
District of Columbia,59,2011-09-30
Florida,100,2011-09-30
Georgia,85,2011-09-30
Hawaii,59,2011-09-30
Idaho,61,2011-09-30
Illinois,63,2011-09-30
Indiana,57,2011-09-30
Iowa,40,2011-09-30
Kansas,53,2011-09-30
Kentucky,56,2011-09-30
Louisiana,78,2011-09-30
Maine,45,2011-09-30
Maryland,73,2011-09-30
Massachusetts,53,2011-09-30
Michigan,65,2011-09-30
Minnesota,63,2011-09-30
Mississippi,59,2011-09-30
Missouri,74,2011-09-30
Montana,51,2011-09-30
Nebraska,47,2011-09-30
Nevada,94,2011-09-30
New Hampshire,42,2011-09-30
New Jersey,62,2011-09-30
New Mexico,69,2011-09-30
New York,52,2011-09-30
North Carolina,68,2011-09-30
North Dakota,73,2011-09-30
Ohio,62,2011-09-30
Oklahoma,73,2011-09-30
Oregon,51,2011-09-30
Pennsylvania,59,2011-09-30
Rhode Island,48,2011-09-30
South Carolina,86,2011-09-30
South Dakota,75,2011-09-30
Tennessee,73,2011-09-30
Texas,64,2011-09-30
Utah,55,2011-09-30
Vermont,35,2011-09-30
Virginia,80,2011-09-30
Washington,60,2011-09-30
West Virginia,60,2011-09-30
Wisconsin,51,2011-09-30
Wyoming,24,2011-09-30
Alabama,72,2011-10-31
Alaska,46,2011-10-31
Arizona,92,2011-10-31
Arkansas,47,2011-10-31
California,74,2011-10-31
Colorado,79,2011-10-31
Connecticut,75,2011-10-31
Delaware,53,2011-10-31
District of Columbia,61,2011-10-31
Florida,99,2011-10-31
Georgia,98,2011-10-31
Hawaii,53,2011-10-31
Idaho,45,2011-10-31
Illinois,66,2011-10-31
Indiana,70,2011-10-31
Iowa,46,2011-10-31
Kansas,62,2011-10-31
Kentucky,57,2011-10-31
Louisiana,68,2011-10-31
Maine,39,2011-10-31
Maryland,69,2011-10-31
Massachusetts,54,2011-10-31
Michigan,69,2011-10-31
Minnesota,46,2011-10-31
Mississippi,74,2011-10-31
Missouri,56,2011-10-31
Montana,41,2011-10-31
Nebraska,40,2011-10-31
Nevada,100,2011-10-31
New Hampshire,57,2011-10-31
New Jersey,63,2011-10-31
New Mexico,55,2011-10-31
New York,54,2011-10-31
North Carolina,80,2011-10-31
North Dakota,61,2011-10-31
Ohio,66,2011-10-31
Oklahoma,78,2011-10-31
Oregon,61,2011-10-31
Pennsylvania,51,2011-10-31
Rhode Island,55,2011-10-31
South Carolina,83,2011-10-31
South Dakota,42,2011-10-31
Tennessee,72,2011-10-31
Texas,74,2011-10-31
Utah,48,2011-10-31
Vermont,37,2011-10-31
Virginia,75,2011-10-31
Washington,51,2011-10-31
West Virginia,58,2011-10-31
Wisconsin,55,2011-10-31
Wyoming,95,2011-10-31
Alabama,67,2011-11-30
Alaska,40,2011-11-30
Arizona,85,2011-11-30
Arkansas,68,2011-11-30
California,61,2011-11-30
Colorado,69,2011-11-30
Connecticut,47,2011-11-30
Delaware,72,2011-11-30
District of Columbia,62,2011-11-30
Florida,100,2011-11-30
Georgia,91,2011-11-30
Hawaii,48,2011-11-30
Idaho,67,2011-11-30
Illinois,63,2011-11-30
Indiana,63,2011-11-30
Iowa,41,2011-11-30
Kansas,54,2011-11-30
Kentucky,52,2011-11-30
Louisiana,66,2011-11-30
Maine,45,2011-11-30
Maryland,60,2011-11-30
Massachusetts,44,2011-11-30
Michigan,61,2011-11-30
Minnesota,63,2011-11-30
Mississippi,76,2011-11-30
Missouri,55,2011-11-30
Montana,42,2011-11-30
Nebraska,59,2011-11-30
Nevada,74,2011-11-30
New Hampshire,43,2011-11-30
New Jersey,56,2011-11-30
New Mexico,78,2011-11-30
New York,47,2011-11-30
North Carolina,77,2011-11-30
North Dakota,57,2011-11-30
Ohio,58,2011-11-30
Oklahoma,64,2011-11-30
Oregon,44,2011-11-30
Pennsylvania,46,2011-11-30
Rhode Island,54,2011-11-30
South Carolina,90,2011-11-30
South Dakota,30,2011-11-30
Tennessee,69,2011-11-30
Texas,66,2011-11-30
Utah,37,2011-11-30
Vermont,30,2011-11-30
Virginia,80,2011-11-30
Washington,61,2011-11-30
West Virginia,47,2011-11-30
Wisconsin,52,2011-11-30
Wyoming,31,2011-11-30
Alabama,78,2011-12-31
Alaska,40,2011-12-31
Arizona,77,2011-12-31
Arkansas,80,2011-12-31
California,64,2011-12-31
Colorado,70,2011-12-31
Connecticut,56,2011-12-31
Delaware,82,2011-12-31
District of Columbia,66,2011-12-31
Florida,100,2011-12-31
Georgia,88,2011-12-31
Hawaii,47,2011-12-31
Idaho,40,2011-12-31
Illinois,70,2011-12-31
Indiana,64,2011-12-31
Iowa,47,2011-12-31
Kansas,64,2011-12-31
Kentucky,62,2011-12-31
Louisiana,69,2011-12-31
Maine,48,2011-12-31
Maryland,64,2011-12-31
Massachusetts,48,2011-12-31
Michigan,71,2011-12-31
Minnesota,64,2011-12-31
Mississippi,66,2011-12-31
Missouri,74,2011-12-31
Montana,56,2011-12-31
Nebraska,47,2011-12-31
Nevada,77,2011-12-31
New Hampshire,43,2011-12-31
New Jersey,60,2011-12-31
New Mexico,57,2011-12-31
New York,54,2011-12-31
North Carolina,79,2011-12-31
North Dakota,48,2011-12-31
Ohio,67,2011-12-31
Oklahoma,71,2011-12-31
Oregon,47,2011-12-31
Pennsylvania,53,2011-12-31
Rhode Island,48,2011-12-31
South Carolina,98,2011-12-31
South Dakota,58,2011-12-31
Tennessee,72,2011-12-31
Texas,73,2011-12-31
Utah,49,2011-12-31
Vermont,41,2011-12-31
Virginia,74,2011-12-31
Washington,56,2011-12-31
West Virginia,45,2011-12-31
Wisconsin,55,2011-12-31
Wyoming,41,2011-12-31
Alabama,70,2012-01-31
Alaska,51,2012-01-31
Arizona,85,2012-01-31
Arkansas,72,2012-01-31
California,66,2012-01-31
Colorado,67,2012-01-31
Connecticut,62,2012-01-31
Delaware,61,2012-01-31
District of Columbia,62,2012-01-31
Florida,100,2012-01-31
Georgia,93,2012-01-31
Hawaii,48,2012-01-31
Idaho,69,2012-01-31
Illinois,68,2012-01-31
Indiana,65,2012-01-31
Iowa,41,2012-01-31
Kansas,68,2012-01-31
Kentucky,62,2012-01-31
Louisiana,59,2012-01-31
Maine,58,2012-01-31
Maryland,69,2012-01-31
Massachusetts,55,2012-01-31
Michigan,70,2012-01-31
Minnesota,58,2012-01-31
Mississippi,80,2012-01-31
Missouri,65,2012-01-31
Montana,46,2012-01-31
Nebraska,64,2012-01-31
Nevada,74,2012-01-31
New Hampshire,59,2012-01-31
New Jersey,58,2012-01-31
New Mexico,68,2012-01-31
New York,50,2012-01-31
North Carolina,71,2012-01-31
North Dakota,54,2012-01-31
Ohio,66,2012-01-31
Oklahoma,69,2012-01-31
Oregon,50,2012-01-31
Pennsylvania,59,2012-01-31
Rhode Island,55,2012-01-31
South Carolina,95,2012-01-31
South Dakota,48,2012-01-31
Tennessee,78,2012-01-31
Texas,72,2012-01-31
Utah,44,2012-01-31
Vermont,34,2012-01-31
Virginia,74,2012-01-31
Washington,55,2012-01-31
West Virginia,66,2012-01-31
Wisconsin,62,2012-01-31
Wyoming,66,2012-01-31
Alabama,80,2012-02-29
Alaska,53,2012-02-29
Arizona,71,2012-02-29
Arkansas,73,2012-02-29
California,63,2012-02-29
Colorado,76,2012-02-29
Connecticut,48,2012-02-29
Delaware,60,2012-02-29
District of Columbia,55,2012-02-29
Florida,100,2012-02-29
Georgia,84,2012-02-29
Hawaii,51,2012-02-29
Idaho,54,2012-02-29
Illinois,67,2012-02-29
Indiana,68,2012-02-29
Iowa,37,2012-02-29
Kansas,78,2012-02-29
Kentucky,72,2012-02-29
Louisiana,76,2012-02-29
Maine,48,2012-02-29
Maryland,59,2012-02-29
Massachusetts,49,2012-02-29
Michigan,68,2012-02-29
Minnesota,67,2012-02-29
Mississippi,75,2012-02-29
Missouri,70,2012-02-29
Montana,56,2012-02-29
Nebraska,54,2012-02-29
Nevada,86,2012-02-29
New Hampshire,54,2012-02-29
New Jersey,58,2012-02-29
New Mexico,56,2012-02-29
New York,51,2012-02-29
North Carolina,78,2012-02-29
North Dakota,66,2012-02-29
Ohio,61,2012-02-29
Oklahoma,67,2012-02-29
Oregon,48,2012-02-29
Pennsylvania,57,2012-02-29
Rhode Island,44,2012-02-29
South Carolina,84,2012-02-29
South Dakota,55,2012-02-29
Tennessee,73,2012-02-29
Texas,74,2012-02-29
Utah,57,2012-02-29
Vermont,62,2012-02-29
Virginia,78,2012-02-29
Washington,57,2012-02-29
West Virginia,70,2012-02-29
Wisconsin,53,2012-02-29
